IPR	description	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
IPR000336	Flavivirus/Alphavirus glycoprotein, immunoglobulin-like domain	1	0	0	0	0	1	5	0	2	0	0	1	0	1	0	0	0	0	0	1	1	0	4	0
IPR000337	GPCR, family 3	0	1	0	2	0	0	1	0	2	0	0	0	3	0	0	0	4	0	1	3	0	1	2	1
IPR000340	Dual specificity phosphatase, catalytic domain	164	435	318	191	151	239	291	467	183	164	192	184	221	154	130	296	178	279	248	229	344	297	163	391
IPR000341	Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain	1	0	2	0	0	2	0	2	0	3	1	1	1	0	1	1	0	0	0	4	0	1	3	2
IPR000347	Metallothionein, family 15, plant	0	0	0	0	8	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	1	4	0
IPR000352	Peptide chain release factor class I/class II	4300	3108	2610	1445	1417	1860	2859	3345	2395	1268	1708	2604	3411	4640	1753	2462	1407	2455	2255	3773	2111	3065	1892	2238
IPR000353	MHC class II, beta chain, N-terminal	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	4	2	0	1	1	2	0	6
IPR000354	Involucrin repeat	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	1
IPR000355	Chemokine receptor family	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
IPR000357	HEAT repeat	26	45	25	36	16	20	41	50	22	16	15	32	103	26	53	26	35	43	28	111	69	50	60	74
IPR000358	Ribonucleotide reductase small subunit family	1809	1928	1043	1074	851	1329	1403	2058	1275	803	1140	1450	1154	1974	825	933	989	1321	1205	1276	1240	1512	936	1401
IPR000361	FeS cluster biogenesis	646	1048	1861	555	583	803	772	1107	663	565	709	760	1550	702	458	1606	544	1675	1529	1759	1226	881	479	1284
IPR000362	Fumarate lyase family	11	19	38	11	11	14	6	25	13	4	19	23	31	15	14	33	11	50	23	31	14	16	5	27
IPR000363	Alpha 1D adrenoceptor	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000367	G-protein alpha subunit, group S	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
IPR000368	Sucrose synthase	3	2	0	0	8	3	1	3	0	7	2	5	4	0	9	0	0	1	1	3	1	1	9	0
IPR000369	Potassium channel, voltage-dependent, beta subunit, KCNE	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
IPR000372	Leucine-rich repeat N-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IPR000374	Phosphatidate cytidylyltransferase	69	125	163	55	49	85	116	123	76	62	63	93	158	82	60	172	61	123	110	179	98	106	64	145
IPR000375	Dynamin central domain	10	49	41	25	15	13	66	41	16	6	15	18	46	13	20	38	25	33	32	56	108	74	23	114
IPR000381	Inhibin, beta B subunit	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
IPR000382	Peptidase S39B, luteovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1
IPR000383	Xaa-Pro dipeptidyl-peptidase-like domain	311	502	185	216	218	507	423	587	418	197	448	480	810	345	216	147	194	201	174	957	464	459	237	482
IPR000385	MoaA/nifB/pqqE, iron-sulphur binding, conserved site	177	197	364	132	114	158	148	238	178	105	148	218	375	200	78	346	127	432	421	454	241	173	102	269
IPR000390	Small multidrug resistance protein family	214	375	837	197	280	267	227	390	223	280	238	283	488	248	141	758	195	834	756	535	425	273	158	447
IPR000391	Ring-hydroxylating dioxygenase beta subunit	44	78	783	49	144	102	86	70	151	127	98	153	533	47	33	702	52	83	81	655	84	91	40	84
IPR000392	NifH/frxC family	107	150	102	148	84	326	146	161	126	64	308	161	362	116	86	105	147	935	900	402	170	162	90	181
IPR000394	RNA polymerase sigma factor 54	345	542	1163	292	327	430	366	573	316	308	395	368	817	361	232	1047	309	1180	997	950	629	400	269	663
IPR000396	Cyclic-AMP phosphodiesterase, class-II	27	21	31	10	16	30	16	34	24	13	17	37	46	21	7	44	15	124	104	71	46	18	26	60
IPR000397	Heat shock protein Hsp33	443	739	1650	484	428	595	534	758	513	392	480	566	1111	496	293	1467	451	1006	893	1268	836	627	315	941
IPR000398	Thymidylate synthase	501	581	683	449	629	558	474	603	370	536	478	459	487	564	545	640	385	623	540	579	598	567	543	645
IPR000399	TPP-binding enzyme, conserved site	196	229	241	162	118	170	229	235	206	104	172	201	358	197	93	186	118	98	101	407	214	256	113	234
IPR000400	Glycoside hydrolase, family 46	31	12	137	3	12	10	6	10	11	10	5	19	8	34	5	121	5	5	3	8	18	8	3	12
IPR000402	Sodium/potassium-transporting ATPase subunit beta	0	2	1	1	0	0	3	3	0	0	0	0	2	0	0	2	3	0	1	4	2	2	2	2
IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	48	90	88	111	39	39	120	94	47	29	35	41	116	49	54	61	92	69	52	156	261	92	57	257
IPR000406	Rho protein GDP-dissociation inhibitor	0	2	5	1	1	4	3	3	0	3	6	2	5	0	1	5	0	1	2	4	23	5	1	16
IPR000407	Nucleoside phosphatase GDA1/CD39	2	66	12	39	2	14	43	60	23	5	11	34	9	4	8	16	16	1	1	22	10	43	5	15
IPR000408	Regulator of chromosome condensation, RCC1	1516	1503	883	921	947	1654	1263	1617	1131	817	1503	1327	1892	1642	711	847	816	1072	1013	2232	1882	1492	759	2095
IPR000409	BEACH domain	27	99	79	62	25	31	97	105	55	27	39	45	82	31	36	84	52	92	71	100	204	108	38	239
IPR000412	ABC-2 transporter	102	71	106	31	30	78	83	73	65	30	73	91	140	92	42	89	48	140	117	186	119	97	41	98
IPR000413	Integrin alpha chain	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	1	1	0	0
IPR000415	Nitroreductase-like	2060	2107	3881	1229	1299	1757	1827	2329	1791	1193	1632	2071	3612	2164	1003	3503	1157	4058	3693	4047	2117	2054	1137	2332
IPR000417	Hydroxyethylthiazole kinase	100	121	1271	138	208	115	82	120	81	186	93	70	484	108	83	1093	122	295	280	531	110	84	78	133
IPR000418	Ets domain	8	0	6	3	1	5	0	1	2	0	2	2	6	0	3	6	4	0	1	4	0	2	3	1
IPR000420	Yeast PIR protein repeat	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
IPR000421	Coagulation factor 5/8 C-terminal domain	54	69	24	52	36	116	90	51	39	24	89	43	46	41	39	17	40	51	45	57	55	76	67	44
IPR000422	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB	868	1363	1673	673	634	835	933	1392	874	595	798	965	1688	936	513	1576	630	1856	1741	1889	1189	1010	510	1283
IPR000424	Primosome PriB/single-strand DNA-binding	5704	4490	4995	10140	9022	5922	4687	4735	6312	8175	5306	7136	2484	6198	7246	4499	9437	3511	3124	2889	3866	5216	8216	4218
IPR000425	Major intrinsic protein	655	826	288	382	401	641	623	931	620	328	510	719	826	764	359	280	364	346	297	986	631	771	365	721
IPR000426	Proteasome alpha-subunit, N-terminal domain	11	14	14	11	2	10	9	13	13	1	10	15	13	7	3	18	5	12	6	10	32	22	5	48
IPR000428	Copper ion binding protein	1	0	0	4	2	1	2	0	1	1	1	0	0	0	0	0	2	0	0	0	0	2	0	0
IPR000432	DNA mismatch repair protein MutS, C-terminal	896	1418	1911	825	628	943	1031	1494	811	582	878	872	1762	1019	574	1688	773	1974	1805	1964	1247	1099	602	1352
IPR000433	Zinc finger, ZZ-type	2	13	15	14	5	13	15	12	4	6	11	6	16	5	4	9	16	34	13	11	41	20	3	43
IPR000434	Polycystic kidney disease type 1 protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IPR000436	Sushi/SCR/CCP domain	6	11	5	9	5	1	1	14	6	3	1	7	19	5	9	4	11	0	1	22	25	6	11	22
IPR000438	Acetyl-CoA carboxylase carboxyl transferase, beta subunit	177	292	349	152	162	182	214	355	150	136	148	169	350	218	130	260	129	497	426	458	288	237	143	310
IPR000439	Ribosomal protein L15e	19	16	27	17	14	16	23	19	14	16	16	21	26	16	12	26	18	12	14	23	38	29	11	37
IPR000440	NADH:ubiquinone/plastoquinone oxidoreductase, chain 3	388	604	720	305	326	446	454	629	429	304	360	462	883	435	275	663	278	547	550	1022	646	525	304	713
IPR000445	Helix-hairpin-helix motif	724	680	1030	366	418	418	604	687	453	383	382	583	802	820	346	981	359	629	613	858	584	646	405	592
IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	268	272	466	156	140	219	227	281	263	124	211	319	411	242	101	422	144	208	225	501	330	223	107	314
IPR000448	Rhabdovirus nucleocapsid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IPR000453	Chorismate synthase	1553	2333	3049	1255	1176	1493	1633	2466	1543	1049	1354	1647	3097	1617	986	2846	1182	3200	2930	3389	2363	1749	1054	2579
IPR000454	ATP synthase, F0 complex, subunit C	357	255	92	113	113	124	254	271	177	84	145	201	283	420	110	109	111	127	86	333	144	256	144	200
IPR000456	Ribosomal protein L17	2146	1551	1288	744	666	928	1421	1706	1210	645	881	1317	1700	2407	851	1164	694	1155	1126	1833	1096	1547	933	1175
IPR000462	CDP-alcohol phosphatidyltransferase	685	911	1004	483	454	523	754	956	575	404	459	780	1146	803	365	860	476	1136	999	1279	939	811	385	969
IPR000463	Cytosolic fatty-acid binding	1	1	0	0	2	2	3	0	2	1	1	1	0	0	4	1	1	1	0	1	9	1	1	7
IPR000467	G-patch domain	1	8	6	5	3	2	10	9	5	6	4	4	16	2	8	9	2	7	3	11	23	6	4	14
IPR000468	Barstar (barnase inhibitor)	131	150	529	98	164	112	130	182	129	140	109	174	312	169	78	511	102	345	301	360	198	144	80	213
IPR000469	G-protein alpha subunit, group 12/13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000470	CbxX/CfqX, monofunctional	10	28	13	24	10	41	18	34	18	11	27	23	37	12	8	3	16	5	3	51	28	22	7	43
IPR000471	Interferon alpha/beta/delta	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0
IPR000472	Activin types I and II receptor domain	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000473	Ribosomal protein L36	365	271	102	106	156	153	283	262	193	132	140	205	249	350	148	102	103	167	149	288	213	302	180	206
IPR000477	Reverse transcriptase domain	440	1171	504	886	440	392	955	1300	699	362	345	799	674	471	406	456	829	609	569	909	822	1071	479	900
IPR000479	Cation-independent mannose-6-phosphate receptor	0	3	1	0	1	0	0	4	0	0	1	0	1	0	1	0	0	0	0	2	0	0	1	0
IPR000480	Glutelin	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000483	Cysteine-rich flanking region, C-terminal	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	1	2	0	0	0	0
IPR000484	Photosynthetic reaction centre, L/M	78	137	62	64	108	200	109	149	66	102	187	74	338	87	78	62	64	22	24	372	94	111	76	109
IPR000485	AsnC-type HTH domain	393	643	1090	369	342	591	417	689	387	312	522	433	790	405	244	1003	315	949	902	891	859	557	273	952
IPR000486	Extradiol ring-cleavage dioxygenase, class I /II	46	74	205	33	44	57	54	63	63	42	52	92	207	61	23	159	29	87	75	263	65	52	21	85
IPR000488	Death domain	0	0	0	1	1	4	2	0	0	0	1	0	1	1	0	0	0	2	2	4	0	0	0	1
IPR000489	Pterin-binding domain	1546	2419	3036	1165	1139	1605	1684	2552	1513	1075	1421	1728	2848	1693	842	2779	1071	2932	2626	3253	2439	1892	989	2697
IPR000490	Glycoside hydrolase family 17	16	11	4	13	19	5	4	10	1	9	3	6	26	19	10	1	7	66	81	23	25	5	16	27
IPR000494	Receptor L-domain	264	300	135	171	340	220	267	369	207	310	173	319	530	300	299	159	131	207	195	664	338	332	365	407
IPR000498	Outer membrane protein OmpA-like, transmembrane domain	52	67	44	93	26	94	42	70	34	28	100	30	58	38	13	38	82	110	84	54	55	47	23	79
IPR000500	Connexin	1	2	2	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR000502	Muscarinic acetylcholine receptor M5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000504	RNA recognition motif domain	1451	1218	1497	650	566	747	1490	1324	754	505	662	901	1375	1563	619	1413	602	1174	1004	1644	1734	1608	681	1874
IPR000506	Acetohydroxy acid isomeroreductase C-terminal	561	742	1019	370	378	510	561	791	497	354	492	574	977	585	334	940	382	1169	1107	1029	808	603	348	853
IPR000509	Ribosomal protein L36e	8	10	16	11	12	10	12	7	5	6	10	6	18	6	4	15	9	17	10	24	19	18	2	27
IPR000510	Nitrogenase/oxidoreductase, component 1	180	249	166	217	178	502	261	260	181	131	398	205	532	209	140	141	213	2944	2671	584	226	322	149	259
IPR000511	Cytochrome c/c1 haem-lyase	2	4	4	0	0	0	0	7	0	0	0	1	6	1	0	2	0	0	0	4	2	0	2	0
IPR000514	Glycoside hydrolase, family 39	88	84	16	36	46	67	50	97	46	32	46	53	91	101	36	20	32	66	45	81	71	63	43	72
IPR000515	ABC transporter type 1, transmembrane domain MetI-like	3354	4793	10329	3092	3003	4713	3975	5124	3469	2652	4168	3896	8321	3691	2103	9143	2739	8252	7046	9803	5968	4553	2348	6773
IPR000516	Nickel-dependent hydrogenase b-type cytochrome subunit	28	15	10	13	14	34	13	14	27	18	31	16	25	16	6	17	9	102	82	36	65	11	4	61
IPR000518	Metallothionein, family 14, prokaryote	5	3	0	2	3	0	0	1	5	1	1	8	1	4	2	0	2	2	2	1	1	3	3	1
IPR000519	P-type trefoil domain	1	2	0	0	1	1	2	2	1	1	1	1	1	1	2	1	1	0	2	4	4	0	4	11
IPR000522	ABC transporter, FecCD-like	637	1137	1489	968	485	931	719	1269	662	461	806	747	1561	698	449	1291	871	1624	1375	1810	1120	798	490	1244
IPR000523	Magnesium chelatase ChlI domain	3871	2614	2115	1208	1106	1672	2692	2784	2090	1001	1499	2325	2866	4090	1471	1927	1140	2440	2227	3269	1796	2832	1607	1992
IPR000524	Transcription regulator HTH, GntR	1120	1812	3439	1076	1200	1785	1433	1924	1228	1079	1545	1326	3018	1164	848	2977	1021	2307	2048	3404	2108	1656	926	2328
IPR000525	Initiator Rep protein	867	2959	3277	1449	1301	1104	1377	2947	1734	1264	1041	1829	1053	908	588	3071	1403	1592	1543	1126	5550	1429	581	5858
IPR000526	Auxin-binding protein	3	1	0	0	2	3	4	3	1	2	3	4	4	1	3	1	0	0	0	9	0	4	1	0
IPR000527	Flagellar L-ring protein	219	267	96	196	138	279	263	294	287	133	224	287	702	233	150	110	205	313	312	792	379	267	168	358
IPR000528	Plant lipid transfer protein/Par allergen	0	3	0	0	5	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	0
IPR000529	Ribosomal protein S6	799	680	700	376	326	519	601	682	516	325	468	548	774	793	340	651	344	668	582	864	546	647	373	597
IPR000530	Ribosomal protein S12e	0	3	6	1	4	6	2	6	0	0	6	0	2	2	0	4	2	1	1	4	10	3	1	8
IPR000531	TonB-dependent receptor, beta-barrel	6590	9349	6252	5131	4757	9056	5878	9919	5422	4338	8027	6060	12772	7167	4347	5569	4705	13784	12430	14999	9353	6565	4925	10699
IPR000532	Glucagon/GIP/secretin/VIP	0	1	0	0	0	0	0	1	4	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0
IPR000533	Tropomyosin	1	1	8	5	0	3	0	0	1	0	1	0	2	0	2	5	1	0	0	2	7	1	2	7
IPR000534	Semialdehyde dehydrogenase, NAD-binding	755	1022	996	635	532	747	802	1158	755	500	678	758	1514	766	455	936	533	1617	1525	1770	1013	969	484	1177
IPR000535	Major sperm protein (MSP) domain	1	8	13	6	4	3	0	12	0	1	1	0	9	1	3	4	4	6	4	9	7	10	2	6
IPR000536	Nuclear hormone receptor, ligand-binding domain	1	0	0	0	0	0	1	2	0	0	1	0	2	1	0	0	3	0	0	3	1	1	1	0
IPR000537	UbiA prenyltransferase family	767	1046	851	535	552	803	851	1189	760	464	693	843	1609	893	465	782	520	1326	1132	1927	1034	924	530	1144
IPR000538	Link domain	2	10	3	0	5	0	5	10	1	3	0	1	4	3	4	1	0	2	3	3	2	3	2	0
IPR000539	Frizzled/Smoothened, transmembrane domain	1	2	1	1	0	3	2	5	2	0	0	2	2	1	6	2	1	3	1	3	1	3	5	2
IPR000540	Flagellar motor protein MotA, conserved site	74	74	30	41	35	66	67	80	74	42	74	60	139	82	46	29	59	69	58	195	88	56	40	101
IPR000542	Acyltransferase ChoActase/COT/CPT	5	27	10	8	8	17	11	29	5	8	14	5	38	5	5	6	12	16	18	34	25	13	6	16
IPR000547	Clathrin, heavy chain/VPS, 7-fold repeat	2	18	14	7	5	12	20	17	6	5	9	9	19	2	7	13	14	8	14	17	45	26	8	42
IPR000549	Photosystem I PsaG/PsaK protein	0	0	0	0	5	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0
IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	622	950	1226	474	459	675	643	998	630	424	649	687	1186	661	329	1245	450	1474	1406	1310	945	677	348	999
IPR000551	MerR-type HTH domain	1431	1923	3127	1337	1139	1386	1566	1967	1207	1050	1207	1362	2098	1487	893	3028	1298	2035	1912	2416	2449	1778	1016	2707
IPR000552	Ribosomal protein L44e	1	6	13	5	8	11	8	1	3	2	7	5	2	5	2	15	4	7	8	8	21	11	3	26
IPR000554	Ribosomal protein S7e	6	7	37	16	5	9	16	11	8	4	10	9	18	3	4	26	14	7	16	26	43	29	5	52
IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	9	23	17	19	15	16	32	30	10	12	4	12	48	16	4	17	18	15	19	53	45	33	6	52
IPR000556	Glycoside hydrolase, 48F	0	0	14	1	6	3	1	1	1	1	0	1	2	1	3	12	1	10	6	2	1	3	3	3
IPR000557	Calponin repeat	2	1	0	0	0	1	0	0	0	0	1	0	2	0	2	0	0	0	0	0	1	0	1	1
IPR000558	Histone H2B	6	24	32	16	23	19	35	30	11	24	15	15	29	6	20	33	9	50	42	39	58	31	14	75
IPR000559	Formate-tetrahydrofolate ligase, FTHFS	806	1239	991	707	532	1100	953	1322	788	517	1025	837	1805	881	596	901	669	1197	1144	1983	1311	1008	637	1359
IPR000560	Histidine phosphatase superfamily, clade-2	3	10	9	9	2	2	9	10	3	2	6	7	11	0	1	6	14	9	14	14	21	15	1	36
IPR000562	Fibronectin, type II, collagen-binding	1	2	6	1	6	4	3	0	2	4	5	0	1	1	1	7	0	2	2	8	1	2	4	1
IPR000563	Flagellar assembly protein FliH	1	5	2	2	4	3	3	3	3	2	2	2	4	3	2	1	6	31	33	3	4	1	5	7
IPR000565	DNA topoisomerase, type IIA, subunit B	1367	1110	1491	551	514	727	994	1129	752	511	618	972	1169	1504	510	1340	535	1066	921	1358	887	1047	620	1019
IPR000566	Lipocalin/cytosolic fatty-acid binding domain	252	409	892	296	298	229	379	439	290	255	204	338	664	294	191	766	267	350	323	741	480	417	158	553
IPR000568	ATP synthase, F0 complex, subunit A	2684	1781	1661	893	953	1231	1712	1971	1420	863	1080	1556	2276	2828	1069	1517	862	1621	1399	2624	1520	1891	1183	1593
IPR000569	HECT domain	28	79	99	82	27	41	130	91	51	30	44	40	114	27	34	86	69	90	91	111	267	138	44	284
IPR000571	Zinc finger, CCCH-type	39	131	90	64	34	32	104	97	61	24	38	74	106	26	38	79	48	86	83	86	251	94	27	273
IPR000572	Oxidoreductase, molybdopterin-binding domain	891	1177	2631	590	759	1072	1175	1252	958	663	997	1095	2323	910	529	2390	556	2602	2385	2547	1402	1240	580	1506
IPR000573	Aconitase A/isopropylmalate dehydratase small subunit, swivel domain	775	1143	1038	649	504	751	838	1227	748	443	720	841	1459	865	485	928	596	1369	1314	1599	1140	939	495	1232
IPR000576	LacY/RafB permease family	16	31	8	144	18	40	13	36	10	18	35	14	11	18	10	13	128	34	32	22	26	16	12	28
IPR000579	Cation-transporting P-type ATPase A/B	4	12	1	3	4	0	0	11	13	4	0	8	5	6	1	0	9	0	0	1	0	0	0	0
IPR000580	TSC-22 / Dip / Bun	0	0	4	0	0	0	1	0	0	0	1	0	0	0	1	2	0	2	0	0	0	0	1	1
IPR000581	Dihydroxy-acid/6-phosphogluconate dehydratase	3108	4958	6939	2857	2402	3984	3990	5167	3511	2279	3712	3841	6296	3279	1807	6589	2639	6476	6084	6945	5232	4318	1980	5728
IPR000582	Acyl-CoA-binding protein, ACBP	119	162	72	103	77	123	133	186	111	71	125	114	154	117	59	60	82	204	195	165	308	130	73	320
IPR000584	Voltage-dependent calcium channel, L-type, beta subunit	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0
IPR000585	Hemopexin-like domain	11	11	14	17	7	10	17	15	15	4	4	15	41	19	9	8	10	13	13	44	9	29	10	9
IPR000587	Creatinase, N-terminal	93	140	169	98	58	111	125	169	120	47	116	144	167	120	31	231	79	123	80	181	98	113	66	122
IPR000588	Peptidase A3A, cauliflower mosaic virus-type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR000589	Ribosomal protein S15	1440	937	820	452	466	582	852	1008	746	393	512	807	999	1521	584	754	433	736	685	1107	671	911	611	767
IPR000590	Hydroxymethylglutaryl-coenzyme A synthase, active site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
IPR000591	DEP domain	8	22	9	10	6	7	15	28	3	11	11	10	22	14	9	6	14	6	0	21	18	8	8	23
IPR000592	Ribosomal protein S27e	4	3	10	1	3	5	2	2	3	0	4	1	3	3	1	3	6	2	4	6	20	3	3	19
IPR000593	RasGAP protein, C-terminal	0	1	0	0	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	1	0	0
IPR000594	THIF-type NAD/FAD binding fold	1286	1687	2455	1010	993	1097	1354	1786	1306	929	1057	1404	2450	1495	833	2184	970	2722	2449	2667	1726	1461	934	1936
IPR000595	Cyclic nucleotide-binding domain	1175	1663	1276	908	846	1186	1234	1777	1186	760	1049	1443	2957	1280	632	1042	835	2535	2197	3543	1932	1421	749	2210
IPR000597	Ribosomal protein L3	791	580	392	287	270	340	570	680	393	189	312	446	495	850	346	356	260	462	363	629	436	616	338	501
IPR000600	ROK family	949	1191	573	646	577	969	1073	1273	859	538	786	946	1652	1076	503	480	634	835	781	1855	982	1161	566	1192
IPR000601	PKD domain	1587	2265	723	851	1049	1707	1340	2481	1060	952	1596	1355	2187	1869	851	627	817	832	764	2578	778	1456	963	876
IPR000602	Glycoside hydrolase family 38, N-terminal domain	78	84	48	75	77	105	149	85	134	71	110	172	198	90	83	41	76	112	99	223	221	194	93	232
IPR000605	Helicase, superfamily 3, single-stranded DNA/RNA virus	14	35	136	49	24	60	95	46	16	24	84	26	2	9	18	112	38	2	6	9	45	128	21	58
IPR000607	Double-stranded RNA-specific adenosine deaminase (DRADA)	5	0	2	0	3	6	0	0	1	0	6	0	0	0	0	2	0	0	5	1	0	0	0	0
IPR000608	Ubiquitin-conjugating enzyme E2	56	320	172	116	77	131	246	332	66	69	101	113	186	74	70	147	115	176	167	225	433	301	78	492
IPR000609	7TM GPCR, serpentine receptor class g (Srg)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000611	Neuropeptide Y receptor family	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000612	Proteolipid membrane potential modulator	29	26	6	44	27	61	23	36	16	31	40	19	16	25	48	10	29	15	11	24	23	21	55	27
IPR000614	Free Met sulfoxide reductase conserved site	11	19	1	10	5	11	7	19	7	6	3	5	16	16	7	3	8	9	17	16	9	14	6	23
IPR000618	Insect cuticle protein	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0
IPR000620	EamA domain	1428	1807	2087	827	911	1494	1321	2016	1087	809	1288	1325	2470	1548	718	1721	785	2570	2048	2966	1679	1596	803	1879
IPR000622	K/Cl co-transporter 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR000625	Anti-repression trans-activator protein, REV protein	2	0	0	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1
IPR000626	Ubiquitin domain	36	134	147	123	104	148	197	164	82	83	97	120	158	59	50	120	103	162	105	256	469	356	64	601
IPR000627	Intradiol ring-cleavage dioxygenase, C-terminal	97	145	811	95	174	114	121	189	78	165	106	95	304	105	70	787	73	151	129	341	127	141	82	153
IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site	1085	1085	1650	600	553	672	888	1158	784	505	607	862	1436	1168	515	1527	581	1399	1255	1624	1100	970	549	1143
IPR000630	Ribosomal protein S8	2264	1601	1371	669	713	979	1469	1714	1143	675	869	1262	1530	2398	803	1233	644	1176	1123	1775	1098	1494	954	1172
IPR000631	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	613	996	979	492	421	682	666	1056	614	447	579	678	1220	629	368	880	489	1263	1146	1328	826	770	401	878
IPR000633	Vinculin, conserved site	0	2	1	6	0	7	0	3	0	1	1	2	1	1	1	0	7	2	0	2	2	0	2	2
IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	280	326	554	190	177	240	220	372	271	182	197	238	475	250	143	535	162	569	480	514	381	261	145	431
IPR000637	HMG-I/HMG-Y, DNA-binding, conserved site	11	12	14	22	13	12	24	13	37	15	13	42	14	10	10	5	15	4	1	5	16	35	17	14
IPR000638	Gas vesicle protein GvpA	1	1	4	4	3	1	1	3	3	2	0	2	6	2	1	3	1	1	0	3	2	1	2	3
IPR000639	Epoxide hydrolase-like	69	80	41	55	38	81	83	104	79	24	69	94	149	79	34	31	53	62	69	178	79	84	41	87
IPR000640	Elongation factor EFG, domain V-like	4994	3420	2653	1586	1502	2196	2945	3676	2687	1388	1881	2904	4013	5379	1904	2443	1437	2783	2559	4527	2371	3221	2131	2565
IPR000641	CbxX/CfqX	91	178	86	131	135	153	164	207	163	127	120	188	197	114	81	62	98	94	77	229	297	193	68	303
IPR000642	Peptidase M41	4462	3142	2059	1403	1345	1856	2941	3304	2407	1247	1660	2695	3726	4735	1675	1826	1322	2499	2314	4121	2106	3074	1831	2219
IPR000643	Iodothyronine deiodinase	2	5	3	1	3	2	4	4	2	3	2	0	8	2	1	0	2	1	2	14	2	3	1	2
IPR000644	CBS domain	1855	2418	2694	1246	1250	1979	1653	2667	1714	1170	1624	2024	4038	1984	1023	2316	1136	3385	3003	4693	2477	1972	1180	2818
IPR000645	Type II secretion system protein N, conserved site	0	1	0	4	0	1	0	0	0	0	2	0	0	0	1	0	3	3	5	1	2	0	0	2
IPR000647	CTF transcription factor/nuclear factor 1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
IPR000648	Oxysterol-binding protein	17	73	40	28	11	11	48	72	23	12	11	29	52	5	11	43	36	15	29	61	70	57	13	55
