GO	description	category	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	molecular function	337	359	143	181	142	279	319	415	314	153	231	314	640	393	153	147	158	186	145	768	382	301	188	396
GO:0003855	3-dehydroquinate dehydratase activity	molecular function	604	971	1385	501	551	686	702	1068	665	513	587	716	1331	649	370	1270	479	1251	1159	1561	999	755	404	1086
GO:0003856	3-dehydroquinate synthase activity	molecular function	7	3	5	14	7	10	3	3	2	4	11	3	3	6	2	4	10	5	4	0	11	3	2	17
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular function	3042	4126	9993	1874	2546	3103	2997	4436	3155	2374	2823	3485	6212	3323	1511	9121	1707	5381	4922	7161	4069	3231	1694	4404
GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	molecular function	395	670	1436	375	304	550	480	616	570	275	488	615	794	473	246	1322	337	1010	868	943	979	513	297	1108
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular function	971	1462	2036	757	775	998	989	1552	1003	750	933	1139	1984	1034	588	1787	698	2320	2143	2225	1352	1049	682	1479
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular function	387	712	276	538	266	425	330	771	344	252	370	365	659	426	315	268	495	2338	2183	714	930	352	335	991
GO:0003872	6-phosphofructokinase activity	molecular function	900	1087	1744	673	643	912	811	1135	789	565	828	897	1564	1044	532	1623	620	1682	1530	1775	913	914	631	1015
GO:0003873	6-phosphofructo-2-kinase activity	molecular function	4	14	12	17	7	8	10	23	4	8	10	13	28	6	5	13	10	9	4	35	21	10	4	21
GO:0003874	6-pyruvoyltetrahydropterin synthase activity	molecular function	4	9	2	3	1	1	3	2	2	1	1	3	25	5	7	3	0	2	5	29	0	12	7	3
GO:0003877	ATP adenylyltransferase activity	molecular function	1	2	1	4	1	1	1	2	2	2	1	3	3	1	1	4	6	1	1	8	10	1	1	7
GO:0003879	ATP phosphoribosyltransferase activity	molecular function	587	907	1271	562	441	661	673	927	672	430	567	746	1194	606	340	1170	496	1271	1133	1309	903	734	381	1042
GO:0003883	CTP synthase activity	molecular function	4691	3148	2596	1451	1539	1983	2930	3323	2614	1453	1835	2809	3445	5024	1719	2443	1419	2528	2313	3789	2163	3062	1895	2311
GO:0003884	D-amino-acid oxidase activity	molecular function	3	4	3	3	0	5	5	4	3	4	2	2	6	2	4	5	4	1	1	9	2	8	4	2
GO:0003885	D-arabinono-1,4-lactone oxidase activity	molecular function	151	278	76	130	81	110	200	334	170	71	124	186	204	179	55	62	125	67	67	209	290	223	54	327
GO:0003887	DNA-directed DNA polymerase activity	molecular function	10983	11432	12053	8595	7908	7437	8845	11987	8279	7383	6665	9243	9634	11890	6551	11122	7911	10707	9959	10953	13226	9671	7245	14282
GO:0003896	DNA primase activity	molecular function	2890	2496	1958	3363	3266	2411	2290	2662	2389	3057	2172	2658	1681	3093	2737	1806	3074	2054	1869	1939	1972	2627	2950	2206
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular function	36807	29080	22402	13356	12208	16855	23598	30805	19966	11302	15176	21979	25996	39540	14647	20468	12528	21782	19930	28948	18992	25487	16119	20505
GO:0003905	alkylbase DNA N-glycosylase activity	molecular function	216	337	109	149	144	322	419	376	288	131	293	307	574	234	175	98	139	106	112	648	309	502	203	344
GO:0003906	DNA-(apurinic or apyrimidinic site) lyase activity	molecular function	1754	1438	1322	645	699	894	1321	1478	1064	694	782	1246	1709	1790	665	1216	559	1104	1051	1890	1067	1346	754	1229
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular function	607	487	522	264	235	321	401	535	398	215	283	376	652	598	238	504	225	499	446	747	387	446	311	446
GO:0003909	DNA ligase activity	molecular function	192	298	121	202	219	173	246	284	136	186	159	141	153	194	180	133	206	122	134	138	298	295	218	305
GO:0003910	DNA ligase (ATP) activity	molecular function	640	751	251	317	254	422	583	837	413	228	350	443	705	663	311	237	319	203	183	899	511	630	328	580
GO:0003911	DNA ligase (NAD+) activity	molecular function	7056	5305	4034	2890	2838	3481	4907	5613	4281	2658	3144	4689	5066	7559	3180	3644	2642	4623	4306	5561	3774	5267	3504	3995
GO:0003916	DNA topoisomerase activity	molecular function	13257	9319	11056	4433	4575	5504	8111	9926	7192	3997	4939	8036	9244	14336	5315	10181	4123	8033	7280	10366	6450	8713	5855	7076
GO:0003917	DNA topoisomerase type I activity	molecular function	904	947	875	391	384	605	853	1021	607	363	562	648	779	948	420	799	309	449	440	873	690	876	443	757
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular function	22975	18951	19561	8653	8654	12389	15905	19870	13618	8038	11298	14917	19104	24533	9700	18126	8107	17393	16286	21209	13923	17164	10587	15030
GO:0003919	FMN adenylyltransferase activity	molecular function	612	1001	1332	496	473	602	644	1070	626	431	529	696	1116	621	338	1322	458	1346	1205	1279	838	732	355	943
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular function	556	734	763	328	329	509	515	757	512	322	464	536	873	556	270	685	348	913	846	919	609	572	299	680
GO:0003924	GTPase activity	molecular function	20394	16164	13635	7578	7083	9445	14452	17147	11705	6486	8572	12905	17001	21993	8359	12487	7020	14550	13320	19191	13879	15899	9061	15544
GO:0003933	GTP cyclohydrolase activity	molecular function	246	318	206	117	203	353	258	368	302	199	302	360	796	267	164	178	115	787	729	939	309	293	180	320
GO:0003934	GTP cyclohydrolase I activity	molecular function	228	411	156	274	271	328	263	433	207	242	320	233	363	229	440	144	259	283	264	446	308	353	509	332
GO:0003937	IMP cyclohydrolase activity	molecular function	1513	1974	2451	1069	999	1516	1507	2128	1382	923	1433	1523	2549	1720	775	2364	951	2870	2647	2853	1909	1645	856	2075
GO:0003941	L-serine ammonia-lyase activity	molecular function	217	511	1258	328	237	454	398	504	269	222	445	301	561	224	133	1165	309	398	352	597	496	439	169	544
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular function	882	1462	1890	827	742	994	1019	1543	933	694	869	1050	1907	984	557	1775	753	1974	1817	2164	1325	1143	665	1440
GO:0003950	NAD+ ADP-ribosyltransferase activity	molecular function	69	117	108	255	100	125	178	104	49	91	113	53	108	68	94	99	210	140	114	98	207	192	89	238
GO:0003951	NAD+ kinase activity	molecular function	1405	2113	2215	1154	1096	1396	1601	2255	1505	984	1315	1541	2583	1584	768	1975	1077	2374	2141	2938	1818	1740	892	2099
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular function	34	31	16	21	42	28	8	31	19	31	4	22	31	28	12	8	13	21	19	26	16	15	21	26
GO:0003953	NAD+ nucleosidase activity	molecular function	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
GO:0003954	NADH dehydrogenase activity	molecular function	0	2	2	4	2	2	0	1	0	6	1	1	5	0	0	1	4	2	0	3	2	2	0	6
GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	molecular function	4	7	2	2	3	0	5	5	4	6	1	2	4	1	2	3	4	4	1	2	8	4	3	12
GO:0003964	RNA-directed DNA polymerase activity	molecular function	54	75	188	56	48	38	44	69	57	53	40	61	155	64	47	172	50	47	37	167	67	52	53	59
GO:0003968	RNA-directed 5'-3' RNA polymerase activity	molecular function	6	30	22	40	15	5	11	15	7	13	7	13	25	6	8	16	24	10	6	23	12	11	9	26
GO:0003972	RNA ligase (ATP) activity	molecular function	6	14	3	2	0	1	5	13	2	0	1	4	0	6	3	5	3	0	2	1	0	3	4	0
GO:0003978	UDP-glucose 4-epimerase activity	molecular function	55	94	135	63	38	43	82	77	47	27	48	50	50	47	25	131	50	85	74	61	103	101	33	160
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular function	0	8	3	1	6	2	1	9	1	3	2	1	3	1	0	5	1	0	3	9	1	1	1	2
GO:0003984	acetolactate synthase activity	molecular function	90	141	281	101	118	118	125	184	115	85	113	129	226	131	55	235	76	329	233	306	200	125	74	202
GO:0003989	acetyl-CoA carboxylase activity	molecular function	924	1530	2410	828	776	1053	1089	1694	806	707	931	915	2014	1001	610	2148	754	2388	2213	2260	1472	1164	698	1564
GO:0003993	acid phosphatase activity	molecular function	82	44	24	31	15	29	48	44	34	13	42	36	57	90	16	13	35	44	41	56	52	63	24	78
GO:0003994	aconitate hydratase activity	molecular function	613	964	2936	579	642	652	544	990	656	625	598	701	1326	682	329	2708	536	2647	2461	1502	1210	596	352	1325
GO:0003995	acyl-CoA dehydrogenase activity	molecular function	1359	2012	5393	920	1206	1407	1337	2117	1319	1112	1315	1554	3050	1309	708	4838	821	1806	1683	3548	1992	1530	818	2237
GO:0003997	acyl-CoA oxidase activity	molecular function	7	8	20	11	13	15	17	7	22	8	6	32	20	9	8	17	14	16	10	22	49	18	6	49
GO:0003998	acylphosphatase activity	molecular function	8	9	5	7	2	7	3	6	10	7	6	8	17	4	12	7	6	4	7	20	4	7	4	8
GO:0004000	adenosine deaminase activity	molecular function	0	4	5	3	3	3	4	2	2	0	1	2	7	1	0	3	4	6	5	7	12	3	2	12
GO:0004001	adenosine kinase activity	molecular function	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0004003	ATP-dependent DNA helicase activity	molecular function	66	114	101	59	35	64	62	115	42	43	58	47	50	54	43	83	44	66	57	74	82	91	37	101
GO:0004004	ATP-dependent RNA helicase activity	molecular function	0	4	3	0	2	2	1	3	0	1	0	7	2	0	0	2	1	1	0	3	0	0	1	2
GO:0004013	adenosylhomocysteinase activity	molecular function	417	524	645	201	263	294	338	558	302	231	294	326	637	399	157	609	218	556	420	718	497	390	203	519
GO:0004014	adenosylmethionine decarboxylase activity	molecular function	378	431	235	253	276	253	268	487	277	199	210	314	550	386	234	200	231	723	626	616	387	270	271	427
GO:0004016	adenylate cyclase activity	molecular function	33	64	20	110	31	62	19	64	27	27	54	26	42	38	16	18	112	128	117	35	51	24	18	51
GO:0004017	adenylate kinase activity	molecular function	135	173	439	146	114	153	155	189	165	111	129	153	283	162	73	405	110	424	385	353	198	208	88	194
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular function	388	576	930	278	306	344	355	598	321	283	309	381	588	430	215	875	259	1012	936	631	531	400	265	621
GO:0004019	adenylosuccinate synthase activity	molecular function	2793	3327	3702	1795	2066	2427	2641	3606	2470	1956	2244	2634	3737	2979	1529	3457	1755	3879	3646	4167	2937	2860	1677	3136
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular function	128	148	106	73	70	99	96	149	98	74	102	99	225	125	53	105	62	131	118	244	160	90	60	168
GO:0004037	allantoicase activity	molecular function	75	105	90	33	52	122	95	106	67	52	111	74	551	74	66	62	26	91	84	634	119	115	75	140
GO:0004040	amidase activity	molecular function	153	228	126	252	229	452	200	228	158	214	463	185	261	219	189	132	243	219	169	267	228	211	223	233
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular function	3163	2256	1939	1054	1344	1725	2168	2417	1585	1259	1604	1830	2411	3297	1285	1769	989	1568	1453	2572	1591	2311	1416	1705
GO:0004055	argininosuccinate synthase activity	molecular function	1735	1959	2523	1220	1070	1462	1512	1987	1500	987	1346	1591	2940	1813	866	2383	1118	3207	2938	3247	2117	1574	926	2291
GO:0004057	arginyltransferase activity	molecular function	234	343	1112	200	242	300	246	352	251	229	291	313	747	251	172	949	187	773	677	868	512	288	180	519
GO:0004061	arylformamidase activity	molecular function	313	302	191	114	104	285	235	344	198	96	252	232	491	336	119	174	107	182	155	567	267	268	145	281
GO:0004064	arylesterase activity	molecular function	22	10	9	4	8	10	6	13	5	3	2	8	16	25	3	2	1	19	26	19	4	10	6	12
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular function	2244	3298	1451	1117	1123	1907	2265	3484	1943	1005	1693	2155	3806	2331	1215	1339	1080	2210	2020	4323	1897	2417	1268	2160
GO:0004068	aspartate 1-decarboxylase activity	molecular function	310	473	906	230	281	263	243	503	292	249	259	319	334	342	167	866	233	764	675	386	409	263	188	435
GO:0004070	aspartate carbamoyltransferase activity	molecular function	55	62	75	38	24	45	51	54	52	22	37	59	58	63	27	46	37	60	47	71	31	67	29	52
GO:0004071	aspartate-ammonia ligase activity	molecular function	57	70	18	114	46	74	36	65	36	38	68	43	35	69	42	13	103	215	207	43	66	33	46	72
GO:0004072	aspartate kinase activity	molecular function	168	262	364	176	119	187	224	235	183	127	153	186	296	177	114	329	174	252	255	338	258	188	116	248
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular function	92	142	284	113	92	74	120	136	109	85	81	122	177	113	61	269	78	176	158	243	154	147	86	183
GO:0004074	biliverdin reductase activity	molecular function	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
GO:0004089	carbonate dehydratase activity	molecular function	1096	1888	2890	1060	1053	1181	1351	1980	1288	968	1098	1428	2567	1177	651	2685	1009	2120	2009	2815	1909	1463	766	2087
GO:0004096	catalase activity	molecular function	721	1331	823	931	560	1242	1119	1343	823	518	1113	905	1715	790	590	728	898	1262	1189	2030	1398	1212	632	1551
GO:0004097	catechol oxidase activity	molecular function	3	1	0	3	1	0	1	2	1	2	1	0	11	0	5	1	1	0	1	12	1	4	3	0
GO:0004100	chitin synthase activity	molecular function	5	7	1	9	7	0	12	9	9	2	4	9	5	5	8	1	10	14	7	10	39	8	4	44
GO:0004104	cholinesterase activity	molecular function	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO:0004106	chorismate mutase activity	molecular function	1	7	0	5	2	1	4	3	1	0	2	1	5	0	0	0	2	2	2	10	2	5	0	2
GO:0004107	chorismate synthase activity	molecular function	1553	2333	3051	1255	1176	1493	1633	2466	1544	1050	1354	1647	3097	1617	987	2847	1182	3201	2930	3389	2364	1749	1054	2579
GO:0004109	coproporphyrinogen oxidase activity	molecular function	568	1137	2331	553	639	794	666	1210	618	562	703	659	1695	636	350	2210	546	1787	1679	1904	1249	724	386	1308
GO:0004112	cyclic-nucleotide phosphodiesterase activity	molecular function	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	2	0	0	0	1
GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular function	31	149	189	60	69	47	126	178	62	51	43	67	118	36	54	175	70	61	58	155	177	129	72	179
GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	molecular function	27	21	31	10	16	30	16	34	24	13	17	37	46	21	7	44	15	124	104	71	46	18	26	60
GO:0004126	cytidine deaminase activity	molecular function	58	110	37	52	48	102	67	116	58	39	57	91	114	89	35	27	72	80	57	126	112	100	56	119
GO:0004127	cytidylate kinase activity	molecular function	1391	1386	1700	685	685	1050	1263	1477	991	629	1000	1086	1733	1481	615	1558	673	1587	1520	1952	1211	1401	739	1271
GO:0004129	cytochrome-c oxidase activity	molecular function	6347	8863	7270	4096	4406	6593	6932	9246	5859	3982	5922	6487	13012	6700	3374	6696	3782	9465	8713	14639	8912	7586	3719	9801
GO:0004134	4-alpha-glucanotransferase activity	molecular function	736	1062	795	655	454	899	826	1164	787	419	837	860	1179	827	458	707	605	2835	2552	1348	1184	940	503	1297
GO:0004140	dephospho-CoA kinase activity	molecular function	656	1133	1552	584	564	743	820	1279	753	526	667	824	1314	700	425	1383	555	1474	1388	1497	1099	909	493	1187
GO:0004143	diacylglycerol kinase activity	molecular function	905	681	1447	325	392	488	515	721	497	351	418	501	1148	1005	260	1303	290	869	799	1194	420	538	282	436
GO:0004144	diacylglycerol O-acyltransferase activity	molecular function	1662	2108	771	1058	1076	1619	1837	2275	2264	929	1383	2556	2488	1738	746	683	981	915	789	2802	2314	1931	838	2543
GO:0004146	dihydrofolate reductase activity	molecular function	1703	1673	1637	1151	1341	2031	1309	1776	1308	1170	1867	1424	1267	1821	1134	1510	1107	1483	1336	1460	1678	1376	1289	1812
GO:0004150	dihydroneopterin aldolase activity	molecular function	463	541	932	273	271	406	416	583	385	270	324	439	754	502	197	815	265	620	622	913	560	478	219	557
GO:0004152	dihydroorotate dehydrogenase activity	molecular function	254	300	520	170	181	259	198	319	212	161	184	253	507	309	144	468	127	509	441	526	289	223	160	296
GO:0004161	dimethylallyltranstransferase activity	molecular function	379	274	190	110	101	179	227	249	161	82	142	210	265	404	115	176	87	118	94	241	136	219	177	146
GO:0004175	endopeptidase activity	molecular function	14	22	18	15	2	16	12	35	17	4	20	19	24	15	7	22	14	19	13	18	51	30	8	66
GO:0004176	ATP-dependent peptidase activity	molecular function	1352	1643	2365	894	727	1074	1292	1778	1124	693	936	1217	2443	1458	697	2106	860	1960	1898	2739	1409	1406	770	1572
GO:0004177	aminopeptidase activity	molecular function	3581	4360	3920	2420	1985	2666	3624	4713	2983	1766	2365	3304	5571	3951	1720	3648	2176	5315	4954	6239	4086	3899	1965	4356
GO:0004180	carboxypeptidase activity	molecular function	4	0	3	5	4	2	3	5	3	0	0	1	1	0	2	3	4	1	1	6	6	2	1	4
GO:0004181	metallocarboxypeptidase activity	molecular function	818	1078	446	565	419	756	795	1143	599	383	638	655	1533	933	520	395	525	652	559	1785	963	895	508	1047
GO:0004185	serine-type carboxypeptidase activity	molecular function	717	1237	1300	694	609	765	1026	1335	875	524	683	1031	1745	791	443	1156	644	1714	1542	1981	1242	1197	481	1424
GO:0004190	aspartic-type endopeptidase activity	molecular function	1251	1572	3103	916	805	1008	1129	1648	938	723	814	1041	1916	1436	594	2877	831	2393	2082	2129	1375	1195	685	1588
GO:0004197	cysteine-type endopeptidase activity	molecular function	100	178	59	103	86	213	69	190	92	64	175	105	87	108	100	46	92	235	228	122	68	78	94	85
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	molecular function	41	96	137	101	38	55	293	109	115	40	53	112	186	53	56	134	94	154	142	185	457	276	53	476
GO:0004222	metalloendopeptidase activity	molecular function	16004	14649	13414	7387	6654	9465	12480	15632	10270	5971	8359	11506	17220	17133	7030	12359	6679	13825	12755	19682	11421	13606	7830	12510
GO:0004252	serine-type endopeptidase activity	molecular function	10522	13095	11214	7310	6918	9099	9777	14078	8491	6148	8103	9419	17293	11587	6678	9971	6731	10529	9687	19695	10563	10718	7394	11767
GO:0004298	threonine-type endopeptidase activity	molecular function	208	508	498	265	196	258	438	601	287	176	217	348	580	267	148	450	269	468	418	646	652	529	163	758
GO:0004308	exo-alpha-sialidase activity	molecular function	1	1	0	0	1	1	1	1	0	0	2	0	2	2	2	1	1	2	0	3	3	1	2	2
GO:0004312	fatty acid synthase activity	molecular function	31	55	32	31	40	37	39	56	83	37	31	85	99	47	14	24	34	99	102	129	65	49	20	82
GO:0004313	[acyl-carrier-protein] S-acetyltransferase activity	molecular function	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	molecular function	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	molecular function	628	1026	878	485	427	706	602	1079	605	382	656	642	1156	678	391	857	458	1003	912	1322	821	672	383	901
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	molecular function	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	molecular function	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	molecular function	3	2	1	0	3	3	0	5	19	7	1	18	9	2	1	1	4	4	2	8	6	1	1	6
GO:0004319	enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity	molecular function	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
GO:0004320	oleoyl-[acyl-carrier-protein] hydrolase activity	molecular function	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
GO:0004325	ferrochelatase activity	molecular function	969	1686	2687	854	859	1006	1184	1758	1038	823	896	1143	2188	1030	556	2511	779	2536	2333	2426	1669	1253	613	1838
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	molecular function	402	360	509	221	231	274	362	461	322	206	240	363	380	418	173	467	184	531	452	476	315	387	187	275
GO:0004329	formate-tetrahydrofolate ligase activity	molecular function	806	1239	991	707	532	1100	953	1322	788	517	1025	837	1805	881	596	901	669	1197	1144	1983	1311	1008	637	1359
GO:0004332	fructose-bisphosphate aldolase activity	molecular function	825	608	145	218	142	441	731	651	362	134	403	381	410	881	321	135	209	162	149	443	365	784	337	400
GO:0004334	fumarylacetoacetase activity	molecular function	85	185	559	64	131	128	110	202	77	102	139	80	190	70	50	522	77	192	196	197	202	118	64	236
GO:0004335	galactokinase activity	molecular function	14	35	192	14	28	19	15	35	14	29	24	11	23	23	12	162	20	21	46	23	33	37	10	46
GO:0004336	galactosylceramidase activity	molecular function	0	0	0	1	1	0	0	0	0	1	0	2	0	1	1	0	0	1	0	2	0	0	0	1
GO:0004339	glucan 1,4-alpha-glucosidase activity	molecular function	3	15	1	3	3	1	17	8	2	1	3	5	7	3	1	1	3	0	1	7	5	6	5	8
GO:0004340	glucokinase activity	molecular function	355	713	2059	431	379	569	664	781	542	344	487	569	830	410	188	1850	407	1532	1318	939	713	721	218	807
GO:0004342	glucosamine-6-phosphate deaminase activity	molecular function	36	59	19	55	9	61	56	75	37	17	39	53	23	48	14	12	57	41	46	43	47	53	26	45
GO:0004345	glucose-6-phosphate dehydrogenase activity	molecular function	2610	2880	2992	1294	1081	1698	2409	3087	1952	968	1604	2182	2969	2794	1258	2699	1218	1658	1506	3304	2344	2586	1384	2484
GO:0004347	glucose-6-phosphate isomerase activity	molecular function	2213	2844	5624	1376	1698	2231	2425	2952	2257	1608	2079	2495	5037	2382	1153	5214	1327	4077	3792	5636	2928	2705	1271	3096
GO:0004348	glucosylceramidase activity	molecular function	4	9	1	7	0	2	4	10	2	0	4	7	4	4	1	1	2	0	1	8	4	4	5	4
