GO	description	category	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
GO:0003873	6-phosphofructo-2-kinase activity	molecular function	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0003874	6-pyruvoyltetrahydropterin synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0
GO:0003877	ATP adenylyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
GO:0003879	ATP phosphoribosyltransferase activity	molecular function	170	251	175	0	0	2	0	183	245	398	217	3	119	213	242	42	11	9	38	49	1	45	37	50	15	54
GO:0003883	CTP synthase activity	molecular function	491	574	510	9	8	5	4	324	639	634	612	5	245	382	602	75	11	16	138	159	4	158	70	167	18	113
GO:0003884	D-amino-acid oxidase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0003885	D-arabinono-1@4-lactone oxidase activity	molecular function	13	5	11	0	0	0	0	5	4	6	9	0	1	2	6	6	2	4	9	9	1	5	4	2	2	6
GO:0003887	DNA-directed DNA polymerase activity	molecular function	1738	2383	1589	15	26	12	19	1193	2231	2357	2112	13	832	1390	2356	522	95	90	697	758	22	835	450	803	144	506
GO:0003896	DNA primase activity	molecular function	262	351	258	3	2	4	7	120	320	229	337	2	102	146	313	96	13	16	138	144	6	154	80	160	28	104
GO:0003899	DNA-directed RNA polymerase activity	molecular function	4073	4661	3875	45	105	46	185	2590	5508	5493	5100	111	1987	3156	4426	528	97	120	1029	1073	20	1132	469	1168	110	749
GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
GO:0003905	alkylbase DNA N-glycosylase activity	molecular function	87	60	68	3	0	0	1	12	79	25	60	0	13	14	61	16	2	0	28	17	1	21	10	22	3	15
GO:0003906	DNA-(apurinic or apyrimidinic site) lyase activity	molecular function	220	292	223	2	0	0	2	171	294	327	284	1	119	203	297	99	21	19	123	127	3	123	81	122	35	84
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular function	17	21	5	1	0	0	1	9	11	30	10	0	9	22	13	26	2	3	39	17	3	24	23	29	7	15
GO:0003909	DNA ligase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	2	7	0	8	5	6	1	9
GO:0003910	DNA ligase (ATP) activity	molecular function	243	90	277	2	0	0	0	207	356	373	288	2	117	145	78	61	18	12	55	57	0	61	42	52	22	61
GO:0003911	DNA ligase (NAD+) activity	molecular function	733	854	703	3	7	1	5	399	971	874	981	0	342	524	797	100	15	20	172	196	5	192	87	213	22	123
GO:0003913	DNA photolyase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0
GO:0003916	DNA topoisomerase activity	molecular function	1563	1830	1451	4	9	11	31	889	2084	1695	1910	14	609	1018	1620	237	45	43	396	437	11	475	203	464	61	331
GO:0003917	DNA topoisomerase type I activity	molecular function	38	29	34	2	1	2	1	10	57	23	49	0	7	16	27	49	7	11	63	70	2	60	34	56	13	42
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular function	2385	3242	2194	23	19	14	35	1892	2953	3727	3040	21	1482	2357	3181	370	71	72	543	574	8	641	320	588	88	412
GO:0003919	FMN adenylyltransferase activity	molecular function	116	299	123	3	0	0	2	134	164	267	166	2	120	184	290	46	9	10	35	40	2	38	42	34	16	46
GO:0003920	GMP reductase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	1	1	1
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular function	146	231	142	2	2	0	3	126	170	234	188	0	103	162	227	66	16	14	74	84	3	89	60	81	23	66
GO:0003924	GTPase activity	molecular function	2388	3139	2173	43	66	33	102	1681	2946	3682	3003	122	1296	1913	2964	664	160	137	917	956	34	964	538	910	230	752
GO:0003933	GTP cyclohydrolase activity	molecular function	45	232	47	0	0	0	2	7	62	21	59	3	2	0	256	16	0	2	14	20	1	14	10	19	1	18
GO:0003934	GTP cyclohydrolase I activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	8	10	33	31	4	25	29	25	14	36
GO:0003935	GTP cyclohydrolase II activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	7	20	13	2	22	11	17	10	24
GO:0003937	IMP cyclohydrolase activity	molecular function	315	582	360	0	3	0	4	409	429	797	432	5	277	407	594	74	17	13	75	86	2	75	55	67	19	74
GO:0003938	IMP dehydrogenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	7	9	5	1	10	20	9	12	15
GO:0003941	L-serine ammonia-lyase activity	molecular function	6	80	6	3	0	0	1	7	5	15	6	0	12	35	84	11	2	1	2	0	3	3	7	1	6	8
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	8	6	16	23	1	17	29	20	12	32
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4	7	8	6	1	13	17	8	10	20
GO:0003950	NAD+ ADP-ribosyltransferase activity	molecular function	13	9	5	0	0	0	0	10	7	9	17	0	10	15	8	6	4	1	3	3	0	1	1	4	0	3
GO:0003951	NAD+ kinase activity	molecular function	221	437	195	3	3	3	1	252	248	510	237	10	188	346	508	92	23	20	79	66	4	78	66	59	35	82
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular function	73	86	70	0	0	0	0	67	80	92	93	0	46	74	96	54	7	11	44	46	2	44	48	49	13	39
GO:0003953	NAD+ nucleosidase activity	molecular function	0	0	0	0	0	0	0	1	0	1	0	0	9	3	0	0	1	0	0	0	0	0	0	0	1	0
GO:0003954	NADH dehydrogenase activity	molecular function	0	0	0	0	0	0	1	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	molecular function	0	1	0	0	0	0	0	0	1	0	2	0	0	0	4	7	1	2	3	2	0	4	7	6	5	9
GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	molecular function	1	1	2	0	0	0	0	0	0	0	6	0	4	2	1	2	7	0	0	1	0	0	0	1	0	4
GO:0003963	RNA-3'-phosphate cyclase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	1	0	3	1	2	1	1
GO:0003964	RNA-directed DNA polymerase activity	molecular function	22	56	16	0	0	0	0	9	28	26	19	0	25	41	34	21	7	6	33	19	0	30	19	20	9	32
GO:0003968	RNA-directed RNA polymerase activity	molecular function	0	2	6	53	0	13	5	2	5	0	3	1	13	16	1	0	7	0	0	0	18	5	0	7	1	0
GO:0003972	RNA ligase (ATP) activity	molecular function	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	7	6	10	8	1	9	16	8	10	18
GO:0003978	UDP-glucose 4-epimerase activity	molecular function	6	6	7	2	0	0	0	1	13	1	4	0	0	0	4	39	8	3	22	16	2	21	21	19	10	28
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular function	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	5	10	4	1	9	17	10	8	14
GO:0003984	acetolactate synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	5	12	11	3	10	16	11	9	18
GO:0003986	acetyl-CoA hydrolase activity	molecular function	18	16	17	0	0	0	1	7	17	9	21	0	13	16	13	9	5	1	16	7	0	10	6	5	5	10
GO:0003987	acetate-CoA ligase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	7	12	8	1	7	17	8	10	18
GO:0003988	acetyl-CoA C-acyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
GO:0003989	acetyl-CoA carboxylase activity	molecular function	291	673	259	9	10	2	10	412	330	733	358	3	316	530	579	131	37	39	119	108	3	119	111	95	51	125
GO:0003993	acid phosphatase activity	molecular function	49	53	45	0	0	1	0	15	83	53	61	1	49	82	32	36	8	7	49	50	2	48	27	45	17	37
GO:0003994	aconitate hydratase activity	molecular function	20	75	21	5	0	3	1	335	17	589	13	4	35	127	63	10	4	3	7	5	2	6	12	8	5	9
GO:0003995	acyl-CoA dehydrogenase activity	molecular function	56	253	74	3	1	0	2	18	83	77	110	2	64	59	328	81	19	33	60	52	2	68	65	57	41	98
GO:0003997	acyl-CoA oxidase activity	molecular function	3	4	0	0	0	0	0	1	0	1	4	0	5	2	2	2	1	1	1	1	0	2	0	1	2	1
GO:0003998	acylphosphatase activity	molecular function	12	6	6	1	0	0	0	3	16	2	12	0	4	7	2	1	2	2	11	10	1	6	5	8	3	4
GO:0003999	adenine phosphoribosyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	6	14	12	1	18	16	19	11	20
GO:0004000	adenosine deaminase activity	molecular function	0	0	0	0	0	0	0	0	1	1	1	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0
GO:0004001	adenosine kinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004013	adenosylhomocysteinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	14	18	0	16	5	16	0	7
GO:0004014	adenosylmethionine decarboxylase activity	molecular function	82	60	44	2	1	0	1	13	94	29	110	2	51	51	48	19	8	5	34	45	2	42	20	47	11	30
GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	4	5	7	9	1	7	14	4	8	12
GO:0004016	adenylate cyclase activity	molecular function	5	3	3	5	0	0	0	3	5	5	3	0	0	2	3	2	2	4	11	9	2	6	3	10	3	13
GO:0004017	adenylate kinase activity	molecular function	59	115	45	0	0	1	1	73	64	110	73	0	34	57	96	37	10	8	43	34	1	33	36	36	12	49
GO:0004018	N6-(1@2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular function	40	149	34	0	0	2	0	88	46	209	60	0	18	46	159	35	8	9	38	38	2	34	23	31	12	48
GO:0004019	adenylosuccinate synthase activity	molecular function	479	810	500	5	2	2	5	452	608	874	667	4	338	441	793	75	14	19	102	111	2	119	60	94	22	107
GO:0004020	adenylylsulfate kinase activity	molecular function	2	7	1	0	0	0	0	0	2	3	0	0	3	4	10	24	5	3	14	14	2	13	20	12	8	20
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004034	aldose 1-epimerase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004037	allantoicase activity	molecular function	17	20	22	1	0	0	1	5	14	16	31	0	5	14	15	4	2	2	7	6	0	6	2	9	3	5
GO:0004038	allantoinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0004040	amidase activity	molecular function	40	124	29	0	0	0	0	5	45	27	41	0	32	29	128	27	5	4	31	25	2	28	23	22	11	30
GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	3	8	10	1	9	13	8	9	11
GO:0004044	amidophosphoribosyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	8	7	17	15	0	17	22	13	13	33
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular function	357	358	339	0	2	1	1	223	434	407	432	2	120	229	313	77	15	17	113	139	3	135	61	131	19	106
GO:0004047	aminomethyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	5	11	9	1	15	16	12	10	20
GO:0004048	anthranilate phosphoribosyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	7	26	27	3	26	31	26	11	26
GO:0004049	anthranilate synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	4	7	4	0	3	11	4	9	11
GO:0004053	arginase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4	0	0	4	1	0	2	4
GO:0004055	argininosuccinate synthase activity	molecular function	397	750	338	3	3	3	4	495	456	894	432	4	325	554	705	60	14	13	77	80	1	75	66	82	19	80
GO:0004056	argininosuccinate lyase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	8	8	16	22	1	15	28	22	14	31
GO:0004057	arginyltransferase activity	molecular function	59	207	40	1	3	0	1	181	54	322	51	0	177	244	214	38	14	11	31	20	0	22	35	19	17	24
GO:0004061	arylformamidase activity	molecular function	223	119	206	1	1	1	1	59	234	128	227	1	70	75	106	34	13	15	105	61	0	96	25	60	20	64
GO:0004062	aryl sulfotransferase activity	molecular function	9	4	15	0	0	0	0	1	9	8	8	0	1	1	4	1	0	0	15	6	0	8	0	5	0	0
GO:0004064	arylesterase activity	molecular function	2	3	4	0	0	0	0	1	1	0	2	0	0	1	6	1	0	0	1	0	0	2	1	0	0	0
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular function	800	1102	715	7	9	8	15	390	938	812	885	8	469	756	928	136	31	25	254	215	8	241	106	221	36	136
GO:0004067	asparaginase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	2	0	0
GO:0004068	aspartate 1-decarboxylase activity	molecular function	79	163	80	2	3	0	2	16	114	39	110	1	71	92	154	29	2	1	22	39	3	23	27	32	5	25
GO:0004070	aspartate carbamoyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	9	8	19	23	1	25	22	23	12	36
GO:0004071	aspartate-ammonia ligase activity	molecular function	4	1	8	0	0	0	0	1	9	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
GO:0004072	aspartate kinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	13	12	43	40	5	38	31	30	19	47
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	8	7	17	15	2	15	33	15	12	25
GO:0004074	biliverdin reductase activity	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004076	biotin synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	10	7	13	18	1	14	23	18	13	27
GO:0004077	biotin-[acetyl-CoA-carboxylase] ligase activity	molecular function	5	7	8	0	0	0	0	2	19	2	21	0	3	3	7	37	7	5	24	29	2	22	27	24	11	28
GO:0004084	branched-chain-amino-acid transaminase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	7	8	21	23	1	22	24	20	8	26
GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	6	7	14	12	1	13	23	12	9	26
GO:0004089	carbonate dehydratase activity	molecular function	189	505	168	2	3	2	2	237	177	434	215	0	218	353	476	99	27	19	65	67	5	75	75	59	36	75
GO:0004096	catalase activity	molecular function	99	424	84	4	18	2	8	645	97	1120	132	10	282	530	374	73	29	27	43	28	6	36	63	31	34	65
GO:0004097	catechol oxidase activity	molecular function	4	4	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3
GO:0004100	chitin synthase activity	molecular function	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004104	cholinesterase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	0	0	1
GO:0004106	chorismate mutase activity	molecular function	9	35	6	0	0	0	0	15	10	34	10	0	0	9	35	17	1	3	13	14	2	14	15	16	6	15
GO:0004107	chorismate synthase activity	molecular function	293	569	281	5	1	4	7	299	375	590	366	2	217	336	514	67	15	17	67	73	1	65	48	65	24	72
GO:0004108	citrate (Si)-synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	6	16	8	2	12	28	6	10	20
GO:0004109	coproporphyrinogen oxidase activity	molecular function	85	418	87	0	0	0	1	251	73	522	113	2	215	295	383	100	15	17	50	38	5	48	76	45	35	57
GO:0004112	cyclic-nucleotide phosphodiesterase activity	molecular function	1	0	3	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	2	2	0	2	0	3	0	0
GO:0004113	2'@3'-cyclic-nucleotide 3'-phosphodiesterase activity	molecular function	11	5	13	0	0	0	0	0	27	5	10	0	9	13	1	16	5	1	14	19	1	20	16	18	7	20
GO:0004114	3'@5'-cyclic-nucleotide phosphodiesterase activity	molecular function	3	4	3	0	0	0	1	5	5	8	10	2	10	8	6	2	1	0	0	0	0	1	1	2	1	3
GO:0004115	3'@5'-cyclic-AMP phosphodiesterase activity	molecular function	9	17	5	0	0	0	0	40	9	94	8	0	10	13	29	12	3	7	7	10	0	7	12	12	3	9
GO:0004121	cystathionine beta-lyase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	2	5	6	1	2	4	1	8	5
GO:0004122	cystathionine beta-synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
GO:0004124	cysteine synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	6	7	14	15	2	19	24	15	15	31
GO:0004125	L-seryl-tRNASec selenium transferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	7	2	1	13	4	4	4	7
GO:0004126	cytidine deaminase activity	molecular function	4	7	4	0	0	0	0	5	10	12	13	0	10	15	14	9	6	6	4	6	1	2	7	7	8	13
GO:0004127	cytidylate kinase activity	molecular function	183	382	156	4	2	0	3	213	216	443	239	4	120	227	364	60	8	11	55	65	1	56	46	66	14	52
GO:0004129	cytochrome-c oxidase activity	molecular function	892	1482	828	31	19	20	29	925	827	1723	924	21	835	1353	1465	321	64	77	358	260	12	302	253	207	89	272
GO:0004133	glycogen debranching enzyme activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	0	1	3	3	2	7	7
GO:0004134	4-alpha-glucanotransferase activity	molecular function	180	340	160	6	1	1	0	56	208	138	231	1	49	80	300	23	4	5	28	30	2	28	16	50	11	42
GO:0004139	deoxyribose-phosphate aldolase activity	molecular function	1	3	0	0	0	0	0	2	3	0	3	0	0	0	7	10	1	3	9	11	1	10	8	13	3	13
GO:0004140	dephospho-CoA kinase activity	molecular function	115	393	121	2	0	1	0	116	168	269	213	2	132	199	318	68	14	14	47	48	1	47	45	44	19	57
GO:0004141	dethiobiotin synthase activity	molecular function	4	7	4	1	0	0	0	8	7	4	5	0	0	5	6	27	5	5	15	23	3	13	25	18	8	21
GO:0004143	diacylglycerol kinase activity	molecular function	0	1	0	0	0	0	0	0	0	2	0	0	6	3	2	0	1	0	0	0	0	0	0	0	0	2
GO:0004144	diacylglycerol O-acyltransferase activity	molecular function	35	72	22	2	0	3	0	233	13	420	24	4	32	163	45	24	6	21	8	0	0	11	12	3	18	30
GO:0004146	dihydrofolate reductase activity	molecular function	167	383	165	2	0	3	0	148	191	361	204	1	120	201	294	56	10	14	80	83	2	85	44	88	14	64
GO:0004148	dihydrolipoyl dehydrogenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	11	10	18	17	2	18	41	12	20	42
GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	6	6	10	7	0	14	19	10	10	16
GO:0004150	dihydroneopterin aldolase activity	molecular function	50	144	38	4	1	0	0	83	50	164	61	1	41	76	170	43	10	6	35	31	4	29	43	24	12	38
GO:0004151	dihydroorotase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	5	9	7	1	7	11	3	7	15
GO:0004152	dihydroorotate dehydrogenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	11	7	26	24	3	21	28	18	11	34
GO:0004156	dihydropteroate synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	10	10	31	32	1	33	24	26	14	30
GO:0004160	dihydroxy-acid dehydratase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	5	5	4	0	6	13	6	10	13
GO:0004163	diphosphomevalonate decarboxylase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	1	2	3
GO:0004164	diphthine synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	2	0	1
GO:0004165	dodecenoyl-CoA delta-isomerase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0
GO:0004170	dUTP diphosphatase activity	molecular function	13	21	8	0	0	0	0	3	16	7	15	1	23	13	16	39	11	10	38	46	2	29	31	33	15	35
GO:0004175	endopeptidase activity	molecular function	14	0	11	0	0	0	1	1	22	4	19	0	5	10	1	2	1	0	4	6	0	5	1	11	4	5
GO:0004176	ATP-dependent peptidase activity	molecular function	275	667	280	6	21	5	13	205	361	448	373	26	205	305	630	115	12	19	117	94	2	104	86	78	24	86
GO:0004177	aminopeptidase activity	molecular function	540	1346	484	9	4	5	7	486	658	968	628	3	573	862	1441	216	47	56	228	258	9	227	191	225	71	228
GO:0004180	carboxypeptidase activity	molecular function	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004181	metallocarboxypeptidase activity	molecular function	222	526	156	1	3	0	3	97	206	210	286	2	91	146	520	73	17	25	83	92	4	79	52	67	31	68
GO:0004185	serine-type carboxypeptidase activity	molecular function	125	304	104	4	2	0	2	193	111	414	165	4	59	80	356	33	12	14	33	39	3	41	28	30	14	34
GO:0004190	aspartic-type endopeptidase activity	molecular function	288	488	265	4	2	0	4	421	353	861	354	5	276	464	454	168	47	33	142	175	4	186	132	159	69	162
GO:0004197	cysteine-type endopeptidase activity	molecular function	177	156	116	2	4	1	0	89	151	178	209	2	156	209	145	75	25	23	72	72	7	70	50	51	43	74
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	molecular function	7	12	4	1	0	0	3	6	5	8	4	0	27	39	8	6	6	0	2	0	0	0	6	0	3	6
GO:0004222	metalloendopeptidase activity	molecular function	2310	3761	2128	39	60	21	92	1953	2911	3867	2921	50	1640	2503	3563	773	182	173	1077	1145	19	1149	645	1043	272	863
GO:0004252	serine-type endopeptidase activity	molecular function	2521	3879	2304	40	108	28	120	1283	2862	2564	3114	101	1727	2691	3483	879	201	218	989	968	31	942	673	835	282	813
GO:0004298	threonine-type endopeptidase activity	molecular function	116	187	101	5	6	2	6	44	161	83	120	9	62	106	132	48	11	12	46	27	2	42	36	51	16	43
GO:0004300	enoyl-CoA hydratase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0
GO:0004308	exo-alpha-sialidase activity	molecular function	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004309	exopolyphosphatase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	2	0	1	1	9	0	2	4
GO:0004312	fatty acid synthase activity	molecular function	7	31	7	0	0	1	0	3	11	9	15	0	24	21	12	10	5	4	8	10	0	8	7	7	9	8
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	8	9	13	1	13	16	11	11	19
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	molecular function	134	264	116	2	3	0	3	143	137	261	162	2	148	192	247	76	17	21	69	64	4	76	56	63	30	73
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	7	7	15	14	1	14	25	16	12	22
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	molecular function	1	2	0	0	0	1	0	2	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
GO:0004325	ferrochelatase activity	molecular function	161	547	146	5	3	3	3	298	166	568	202	5	245	371	492	72	15	11	49	43	2	54	58	40	17	55
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	14	8	41	36	2	36	39	30	17	40
GO:0004328	formamidase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO:0004329	formate-tetrahydrofolate ligase activity	molecular function	228	378	201	0	2	3	2	56	295	134	294	2	192	162	304	36	10	7	42	42	0	36	33	43	12	38
GO:0004332	fructose-bisphosphate aldolase activity	molecular function	139	84	116	0	3	1	1	27	153	72	177	1	93	60	101	35	7	10	48	38	3	41	23	41	11	47
GO:0004333	fumarate hydratase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	4	2	2	1	4	14	4	4	11
GO:0004334	fumarylacetoacetase activity	molecular function	11	13	4	0	0	0	1	2	10	7	13	0	3	4	4	4	0	1	6	1	0	6	2	8	1	4
GO:0004335	galactokinase activity	molecular function	1	2	4	1	0	0	0	6	3	7	4	0	19	13	4	5	4	1	2	2	1	2	5	0	1	2
GO:0004336	galactosylceramidase activity	molecular function	1	0	0	0	0	0	0	0	7	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO:0004339	glucan 1@4-alpha-glucosidase activity	molecular function	1	5	0	0	0	0	0	0	1	1	10	0	0	0	1	2	0	1	0	3	0	1	0	0	0	1
GO:0004340	glucokinase activity	molecular function	71	363	92	0	1	1	2	50	76	122	83	1	52	126	399	24	4	8	20	19	2	20	23	15	13	26
GO:0004342	glucosamine-6-phosphate deaminase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	1	1
GO:0004345	glucose-6-phosphate dehydrogenase activity	molecular function	170	563	184	3	4	0	4	86	230	199	239	2	112	199	537	49	13	13	51	42	1	62	42	38	17	59
