GO	description	category	ERR1809119	ERR1809120	ERR1809121	ERR1809122	ERR1809123	ERR1809124	ERR1809125	ERR1809127	ERR1809128	ERR1809129	ERR1809130	ERR1809131	ERR1809132	ERR1809133	ERR1809134	ERR1809135	ERR1809136	ERR1809137	ERR1809138	ERR1809139	ERR1809140	ERR1809141	ERR1809142	ERR1809143	ERR1809144	ERR1809145	ERR1809146	ERR1809147	ERR1809148	ERR1809149	ERR1809150	ERR1809151	ERR1809152	ERR1809153	ERR1809154	ERR1809155	ERR1809156
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular function	361	353	371	363	390	72	118	0	335	337	326	308	302	345	385	393	348	218	152	145	100	133	149	130	160	113	127	16	113	98	47	179	154	177	34	47	100
GO:0003950	NAD+ ADP-ribosyltransferase activity	molecular function	3	1	0	1	2	0	0	0	4	12	6	4	3	0	0	0	0	0	0	0	0	2	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0
GO:0003951	NAD+ kinase activity	molecular function	432	432	393	419	425	105	143	1	428	424	444	423	383	446	459	493	492	315	184	208	152	177	156	193	195	119	133	23	161	100	70	210	172	156	57	70	73
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular function	1	3	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0003954	NADH dehydrogenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	molecular function	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003964	RNA-directed DNA polymerase activity	molecular function	14	12	15	6	14	3	0	0	3	2	4	2	3	5	7	8	7	4	0	0	0	0	0	0	0	2	2	0	1	1	0	0	2	0	2	0	0
GO:0003968	RNA-directed RNA polymerase activity	molecular function	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0003972	RNA ligase (ATP) activity	molecular function	0	0	0	0	0	0	0	0	7	5	7	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003978	UDP-glucose 4-epimerase activity	molecular function	37	32	46	52	50	13	10	0	27	22	43	32	25	116	86	99	98	40	10	3	8	14	8	8	8	4	9	1	3	11	2	13	11	3	5	1	5
GO:0003984	acetolactate synthase activity	molecular function	6	5	8	1	4	0	3	0	9	4	2	7	9	2	1	4	1	1	3	1	3	2	0	2	1	1	0	0	5	1	0	1	2	2	1	0	0
GO:0003989	acetyl-CoA carboxylase activity	molecular function	124	146	145	147	128	34	58	0	116	105	133	123	102	57	62	66	72	57	46	56	37	42	46	57	51	36	33	8	68	17	7	27	23	20	17	17	26
GO:0003993	acid phosphatase activity	molecular function	44	37	45	43	33	8	15	0	51	29	52	42	25	54	44	55	37	21	23	12	17	37	24	33	50	16	25	2	7	5	8	4	5	11	2	10	6
GO:0003994	aconitate hydratase activity	molecular function	31	48	40	37	36	6	1	0	4	0	6	2	2	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	3	0	0	1	0	1	0	0
GO:0003995	acyl-CoA dehydrogenase activity	molecular function	164	193	174	179	182	31	90	0	396	392	400	381	358	134	133	163	164	91	89	94	66	86	91	97	123	89	81	13	80	73	36	64	54	86	26	37	51
GO:0003998	acylphosphatase activity	molecular function	0	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
GO:0004000	adenosine deaminase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0004003	ATP-dependent DNA helicase activity	molecular function	2	3	6	1	2	0	5	0	3	3	4	8	4	1	2	1	2	0	4	1	1	1	1	0	1	0	0	1	7	1	1	0	2	0	1	1	0
GO:0004004	ATP-dependent RNA helicase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0004013	adenosylhomocysteinase activity	molecular function	298	308	291	305	296	61	99	0	129	123	129	119	130	474	380	524	475	301	64	74	71	66	77	65	72	59	47	9	63	70	13	314	291	39	21	11	64
GO:0004014	adenosylmethionine decarboxylase activity	molecular function	35	30	27	23	29	10	1	0	54	50	67	65	51	2	5	5	5	4	3	6	3	23	24	21	22	3	2	0	3	1	2	3	0	1	1	3	0
GO:0004016	adenylate cyclase activity	molecular function	73	64	101	62	84	19	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3	0	2	1	0	1	0	0
GO:0004017	adenylate kinase activity	molecular function	59	40	62	60	49	10	18	0	55	48	60	45	46	22	20	33	20	20	21	22	13	12	20	21	20	23	38	7	27	8	0	2	5	6	7	16	2
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular function	129	147	135	126	135	27	58	0	124	116	120	141	90	163	165	190	181	126	48	38	37	38	32	35	50	30	41	10	26	61	19	108	99	70	12	22	59
GO:0004019	adenylosuccinate synthase activity	molecular function	1017	1019	1140	1049	1060	260	263	0	1258	1172	1360	1275	1095	1232	1157	1281	1188	743	313	249	179	473	476	503	525	619	627	88	374	179	57	333	291	300	114	117	103
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular function	3	6	9	6	6	1	5	0	9	4	6	2	4	10	6	4	6	2	3	3	2	7	4	8	7	4	4	0	4	1	1	6	9	2	1	1	1
GO:0004040	amidase activity	molecular function	257	219	280	261	273	47	36	0	131	104	117	130	102	266	259	245	266	139	76	92	45	51	61	51	52	30	41	5	26	35	24	61	49	57	11	16	31
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular function	393	426	417	387	446	116	101	0	467	423	517	432	421	400	429	476	391	290	137	153	80	135	158	126	147	146	172	24	96	69	15	185	126	89	37	43	65
GO:0004055	argininosuccinate synthase activity	molecular function	631	630	709	647	731	138	164	0	884	935	943	886	719	664	724	725	707	404	183	208	160	403	340	359	333	429	432	62	315	121	44	289	214	173	76	70	98
GO:0004057	arginyltransferase activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004061	arylformamidase activity	molecular function	15	12	24	16	23	6	7	0	26	30	33	27	20	14	5	11	9	14	20	21	10	15	15	21	16	12	16	2	22	8	3	17	5	8	6	11	5
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular function	410	397	420	434	464	89	194	0	457	446	432	440	367	523	484	507	518	345	159	151	116	154	160	179	159	120	116	22	123	131	70	60	41	107	50	115	120
GO:0004068	aspartate 1-decarboxylase activity	molecular function	200	168	177	183	204	46	20	0	182	177	168	170	117	268	259	279	267	192	34	26	18	65	59	58	57	17	12	0	21	46	7	75	47	70	8	6	14
GO:0004070	aspartate carbamoyltransferase activity	molecular function	10	14	12	11	16	4	16	0	7	4	14	10	8	5	11	12	8	9	7	8	8	5	5	8	8	5	5	1	12	15	3	16	12	17	3	5	8
GO:0004071	aspartate-ammonia ligase activity	molecular function	504	484	484	477	512	96	95	0	494	454	465	460	343	412	390	385	408	269	147	190	125	165	141	173	178	122	117	21	157	62	46	44	26	67	43	47	58
GO:0004072	aspartate kinase activity	molecular function	102	91	95	99	92	19	5	0	106	117	132	121	90	86	75	101	83	82	17	12	21	13	16	13	13	19	26	4	28	7	0	10	7	9	5	14	1
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular function	26	18	27	32	30	4	4	0	32	35	35	29	18	22	26	33	26	25	5	7	2	3	2	5	9	6	4	3	4	4	0	1	0	3	2	3	5
GO:0004089	carbonate dehydratase activity	molecular function	90	107	88	95	97	18	24	0	157	144	153	131	138	111	92	120	100	59	25	22	7	21	23	17	17	15	13	3	12	16	4	54	53	23	5	8	8
GO:0004096	catalase activity	molecular function	549	548	573	485	599	139	53	0	256	289	311	337	245	444	415	472	462	276	96	82	59	75	82	92	85	10	24	1	50	133	37	44	24	55	26	16	36
GO:0004100	chitin synthase activity	molecular function	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004106	chorismate mutase activity	molecular function	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004107	chorismate synthase activity	molecular function	799	771	826	748	839	167	267	1	824	804	869	801	676	973	905	996	976	586	303	281	176	361	322	361	355	264	247	42	261	168	102	291	227	218	116	126	135
GO:0004109	coproporphyrinogen oxidase activity	molecular function	18	20	27	19	28	6	2	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	1	0	0
GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular function	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004126	cytidine deaminase activity	molecular function	56	43	32	33	51	11	18	0	33	43	33	30	26	26	30	26	28	22	21	20	26	30	21	33	30	25	35	4	30	27	13	21	15	27	9	11	17
GO:0004127	cytidylate kinase activity	molecular function	399	426	402	432	434	106	123	0	379	387	435	383	377	442	406	464	438	303	169	150	135	191	185	185	194	202	224	40	152	86	32	254	201	117	43	54	73
GO:0004129	cytochrome-c oxidase activity	molecular function	74	61	71	73	81	13	4	0	73	60	74	72	80	5	1	9	4	0	0	2	0	10	10	20	13	2	1	1	2	4	1	5	1	1	4	4	3
GO:0004134	4-alpha-glucanotransferase activity	molecular function	590	553	579	568	653	133	312	0	745	705	776	745	624	669	633	687	694	448	299	287	223	294	251	259	271	241	260	53	322	169	105	286	180	216	106	128	173
GO:0004140	dephospho-CoA kinase activity	molecular function	154	141	170	161	166	49	74	0	186	191	196	182	150	117	131	131	116	97	69	84	45	104	72	77	113	72	71	12	55	39	15	65	51	56	21	43	33
GO:0004143	diacylglycerol kinase activity	molecular function	114	104	109	105	101	24	28	0	111	131	103	112	88	86	87	101	88	54	16	23	21	27	21	24	29	11	7	0	7	8	4	4	3	47	10	14	36
GO:0004146	dihydrofolate reductase activity	molecular function	212	237	231	246	260	44	54	0	257	235	280	254	213	252	242	287	220	165	70	73	51	95	100	107	125	125	121	24	53	52	29	117	88	119	16	26	29
GO:0004150	dihydroneopterin aldolase activity	molecular function	77	72	85	69	100	22	17	0	121	91	128	111	78	75	77	71	69	49	21	13	10	43	47	52	40	37	39	6	13	31	9	44	29	31	8	8	17
GO:0004152	dihydroorotate dehydrogenase activity	molecular function	87	73	68	79	84	21	28	0	68	78	69	57	52	67	87	64	90	61	45	40	36	42	32	32	25	32	37	11	39	28	3	67	55	46	13	13	23
GO:0004161	dimethylallyltranstransferase activity	molecular function	39	43	33	41	45	8	15	0	46	29	40	42	41	39	38	37	41	26	17	11	15	14	19	21	33	18	24	3	20	11	4	21	14	41	10	8	18
GO:0004175	endopeptidase activity	molecular function	30	23	27	36	35	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004176	ATP-dependent peptidase activity	molecular function	664	643	657	607	717	148	171	0	548	528	605	562	476	623	626	701	671	412	209	198	146	251	270	269	296	410	413	72	199	134	35	177	145	119	64	76	92
GO:0004177	aminopeptidase activity	molecular function	708	701	670	728	751	185	247	0	753	728	790	756	659	372	364	435	367	263	374	383	244	531	524	470	528	773	796	145	475	140	29	207	164	164	140	162	58
GO:0004180	carboxypeptidase activity	molecular function	2	4	1	1	1	0	0	0	2	3	4	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004181	metallocarboxypeptidase activity	molecular function	52	50	52	52	71	13	16	0	87	99	103	103	75	58	34	39	48	31	41	22	23	35	43	39	30	50	54	12	49	11	3	7	12	8	19	31	15
GO:0004185	serine-type carboxypeptidase activity	molecular function	158	145	162	145	174	31	30	0	122	132	154	142	137	143	141	147	141	111	54	54	42	39	30	31	34	42	33	7	13	18	38	13	7	86	18	11	19
GO:0004190	aspartic-type endopeptidase activity	molecular function	174	137	170	207	199	40	28	0	145	173	165	151	126	87	85	107	72	61	82	88	69	62	74	55	68	62	67	14	78	17	5	77	63	26	18	27	20
GO:0004197	cysteine-type endopeptidase activity	molecular function	363	373	407	367	371	68	64	0	704	661	750	680	598	490	455	476	484	294	133	118	86	86	84	91	98	89	81	19	101	35	44	12	13	88	14	33	46
GO:0004222	metalloendopeptidase activity	molecular function	2764	2686	2795	2696	2822	611	552	1	2588	2501	2718	2619	2200	3207	2950	3295	3154	2121	890	898	620	1004	952	1028	1044	935	905	130	775	621	236	1056	885	711	248	292	395
GO:0004252	serine-type endopeptidase activity	molecular function	2230	2206	2273	2140	2286	528	566	1	1818	1749	1960	1884	1661	2527	2384	2545	2550	1601	574	513	409	698	689	726	721	729	756	113	724	540	148	925	754	838	176	223	281
GO:0004298	threonine-type endopeptidase activity	molecular function	6	12	6	5	6	2	0	0	5	6	4	5	5	1	3	0	1	0	5	8	4	2	5	8	6	32	42	9	3	0	0	0	1	0	1	0	0
GO:0004308	exo-alpha-sialidase activity	molecular function	1	1	2	2	1	0	1	0	3	6	1	5	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
GO:0004312	fatty acid synthase activity	molecular function	2	1	0	2	3	0	0	0	14	10	10	12	5	2	0	2	1	3	2	0	0	4	3	5	4	3	0	1	0	3	0	0	0	6	1	0	1
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	molecular function	230	242	249	244	250	52	48	1	224	226	290	263	197	229	211	227	243	187	58	45	34	46	62	63	69	81	96	13	74	54	13	105	77	58	16	27	11
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	molecular function	0	0	0	0	0	0	0	0	24	14	16	26	13	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	3	0	1	1
GO:0004325	ferrochelatase activity	molecular function	28	32	29	23	37	4	12	0	11	10	13	13	7	3	10	13	7	7	2	2	4	3	1	2	2	0	2	1	0	2	0	7	2	0	3	0	1
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	molecular function	66	76	76	85	77	19	39	0	102	78	110	98	77	63	101	100	79	64	30	33	15	53	59	63	37	24	45	0	52	28	5	41	30	28	8	9	13
GO:0004329	formate-tetrahydrofolate ligase activity	molecular function	1304	1227	1300	1220	1318	294	293	1	1240	1252	1437	1201	1051	1165	1071	1121	1167	742	414	360	277	482	490	510	512	426	431	69	400	128	71	222	170	99	130	222	120
GO:0004335	galactokinase activity	molecular function	3	10	4	5	5	0	0	0	3	1	2	4	3	4	2	1	4	1	1	1	1	1	3	6	4	2	3	0	4	3	0	2	2	9	0	0	0
GO:0004336	galactosylceramidase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004339	glucan 1,4-alpha-glucosidase activity	molecular function	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004340	glucokinase activity	molecular function	18	16	26	26	20	3	0	0	0	3	0	4	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	2
GO:0004342	glucosamine-6-phosphate deaminase activity	molecular function	65	47	58	60	61	10	17	0	57	29	45	54	35	66	62	66	67	30	6	9	11	10	8	10	9	13	13	1	15	9	8	26	19	15	4	8	6
GO:0004345	glucose-6-phosphate dehydrogenase activity	molecular function	490	454	444	451	455	113	69	0	443	393	446	402	389	520	538	615	535	353	47	48	33	48	59	53	48	7	8	3	22	56	46	9	4	109	12	13	50
GO:0004347	glucose-6-phosphate isomerase activity	molecular function	290	247	267	299	294	96	53	0	368	394	446	410	368	159	146	176	151	112	53	52	36	94	98	82	97	50	47	9	49	27	17	57	44	108	24	34	23
GO:0004348	glucosylceramidase activity	molecular function	0	0	0	0	0	0	0	0	2	1	0	3	0	0	1	0	0	2	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	1	1	0	0
GO:0004349	glutamate 5-kinase activity	molecular function	32	43	47	37	43	11	15	0	36	40	50	35	41	43	42	44	37	28	10	8	12	9	18	22	23	10	7	2	15	9	3	9	5	6	4	9	3
GO:0004350	glutamate-5-semialdehyde dehydrogenase activity	molecular function	29	37	34	26	37	5	10	0	43	37	29	37	41	29	41	42	33	22	15	14	15	10	13	7	11	14	7	0	13	13	3	8	9	3	4	7	8
GO:0004356	glutamate-ammonia ligase activity	molecular function	1014	1043	1031	998	1006	207	343	0	1276	1172	1300	1200	1031	1010	867	980	909	672	411	372	258	544	460	482	535	312	278	40	384	193	114	339	273	299	131	150	207
GO:0004357	glutamate-cysteine ligase activity	molecular function	64	52	70	70	84	9	0	0	9	10	12	10	8	0	0	0	0	0	5	2	1	5	2	4	3	0	0	0	0	1	0	0	0	5	0	0	2
GO:0004358	glutamate N-acetyltransferase activity	molecular function	164	179	165	162	202	55	105	0	325	325	395	337	300	98	107	124	109	88	146	144	90	193	174	198	203	105	91	9	161	21	10	136	92	58	45	71	35
GO:0004359	glutaminase activity	molecular function	463	465	509	545	532	124	139	0	334	319	377	350	248	559	538	584	580	350	99	99	68	108	120	126	109	26	37	5	65	111	30	245	234	127	33	28	108
GO:0004363	glutathione synthase activity	molecular function	31	12	33	25	36	9	0	0	2	1	0	0	2	0	1	4	2	0	0	0	0	2	1	1	1	0	0	0	0	1	0	2	0	0	1	0	0
GO:0004366	glycerol-3-phosphate O-acyltransferase activity	molecular function	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	molecular function	279	250	247	272	256	67	82	0	263	266	265	258	201	224	228	274	233	148	96	81	72	86	102	119	117	170	164	27	77	79	14	158	115	72	36	49	46
GO:0004368	glycerol-3-phosphate dehydrogenase activity	molecular function	51	51	55	44	51	11	7	0	7	8	10	9	8	44	51	45	46	39	4	7	1	1	5	5	3	10	5	0	5	6	2	29	23	19	2	1	3
GO:0004371	glycerone kinase activity	molecular function	140	152	169	123	174	35	37	0	92	68	90	68	52	47	46	49	59	23	74	64	45	70	63	77	78	54	47	8	74	23	7	28	25	25	46	62	13
GO:0004372	glycine hydroxymethyltransferase activity	molecular function	55	41	53	43	48	16	21	0	41	51	40	48	43	64	49	75	63	37	16	16	20	21	31	32	17	22	26	4	35	11	3	26	18	17	8	12	11
GO:0004373	glycogen (starch) synthase activity	molecular function	249	220	232	241	236	44	60	0	159	189	198	187	162	393	354	357	400	238	46	46	33	49	54	49	47	67	54	8	54	82	8	123	106	116	15	16	75
GO:0004375	glycine dehydrogenase (decarboxylating) activity	molecular function	604	556	614	605	609	131	238	0	363	417	427	410	335	778	722	843	743	439	157	156	108	137	164	162	150	114	116	10	135	221	60	349	293	206	57	83	215
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	molecular function	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0004386	helicase activity	molecular function	13	11	19	20	14	2	8	0	11	19	17	9	16	5	8	7	11	5	8	9	9	12	11	10	8	10	7	2	3	6	4	26	18	9	6	2	13
GO:0004398	histidine decarboxylase activity	molecular function	9	15	12	13	13	5	4	0	4	4	3	1	2	7	7	4	7	5	0	0	0	5	1	0	0	0	0	0	2	0	0	1	2	1	1	0	0
GO:0004399	histidinol dehydrogenase activity	molecular function	597	523	621	588	595	136	185	0	699	666	732	677	587	652	612	673	684	425	218	202	167	254	235	234	269	126	118	24	177	126	58	120	118	158	54	78	87
GO:0004402	histone acetyltransferase activity	molecular function	2	1	0	2	2	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0004408	holocytochrome-c synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004417	hydroxyethylthiazole kinase activity	molecular function	95	99	83	95	91	16	36	0	193	178	200	195	146	67	45	59	60	32	27	32	17	69	71	78	89	27	49	8	68	15	3	65	47	13	23	21	5
GO:0004418	hydroxymethylbilane synthase activity	molecular function	137	117	105	100	129	23	14	0	110	86	145	106	84	45	35	64	47	29	27	33	14	43	57	50	60	111	94	26	11	6	3	68	55	2	8	3	8
GO:0004419	hydroxymethylglutaryl-CoA lyase activity	molecular function	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular function	8	9	5	7	10	2	4	0	4	5	11	5	4	1	1	1	3	1	1	0	0	0	0	2	1	4	2	0	2	1	0	5	7	0	1	2	0
GO:0004424	imidazoleglycerol-phosphate dehydratase activity	molecular function	246	271	286	300	279	71	80	0	316	365	355	327	270	314	323	352	338	218	76	78	72	133	118	115	122	61	71	10	83	72	21	39	40	60	30	49	56
GO:0004425	indole-3-glycerol-phosphate synthase activity	molecular function	267	286	278	290	289	57	113	0	304	314	334	297	270	257	215	251	237	146	79	98	64	140	119	115	151	67	63	11	44	80	32	57	52	46	28	25	112
GO:0004427	inorganic diphosphatase activity	molecular function	947	972	1037	1029	983	235	226	0	814	787	853	781	650	1117	1050	1134	1144	764	356	359	271	285	301	353	382	225	240	38	226	224	115	481	380	192	87	104	174
GO:0004450	isocitrate dehydrogenase (NADP+) activity	molecular function	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004451	isocitrate lyase activity	molecular function	26	24	40	23	25	5	0	0	0	1	1	5	1	0	0	0	0	0	0	2	1	7	11	15	17	0	1	1	1	2	0	0	1	0	1	0	0
GO:0004455	ketol-acid reductoisomerase activity	molecular function	120	116	120	130	117	49	67	0	290	235	277	291	224	139	122	141	127	82	53	51	42	54	57	59	55	40	30	6	77	47	28	35	34	76	20	40	14
GO:0004459	L-lactate dehydrogenase activity	molecular function	35	21	31	31	21	7	3	0	69	60	55	67	53	17	16	14	19	11	4	2	5	18	9	11	31	53	69	7	7	6	4	1	3	8	3	1	3
GO:0004462	lactoylglutathione lyase activity	molecular function	11	7	10	11	9	1	0	0	4	4	2	4	5	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	2	1	0
GO:0004470	malic enzyme activity	molecular function	5	7	9	2	9	1	2	0	12	6	18	15	11	3	6	4	1	1	3	4	2	2	2	4	3	11	16	4	4	0	0	2	1	1	3	2	0
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	molecular function	572	567	524	532	606	130	158	0	539	586	590	578	478	521	508	614	585	348	144	140	117	186	182	180	198	162	172	30	185	98	30	201	165	98	42	60	64
GO:0004474	malate synthase activity	molecular function	68	90	92	119	103	21	1	0	2	3	2	0	0	1	0	0	2	1	1	1	1	3	2	2	3	1	1	0	1	2	0	0	0	0	3	0	0
GO:0004476	mannose-6-phosphate isomerase activity	molecular function	41	60	56	47	53	5	13	0	35	30	31	39	33	42	52	50	46	34	16	10	13	16	16	13	20	15	12	5	21	11	2	13	12	16	4	12	5
GO:0004478	methionine adenosyltransferase activity	molecular function	1062	1081	1129	1081	1115	274	280	0	1212	1168	1258	1202	971	955	993	1010	1044	639	427	410	300	402	415	460	485	332	305	41	375	156	88	303	241	256	127	163	208
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	molecular function	668	670	694	657	699	170	145	0	717	628	688	607	521	712	623	686	680	406	165	158	120	223	217	210	205	226	214	35	202	123	22	212	187	197	54	88	102
GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	molecular function	270	307	292	268	303	54	59	0	279	262	294	284	280	263	261	244	278	174	89	107	67	129	78	106	110	51	42	7	89	46	15	174	129	82	33	24	51
GO:0004497	monooxygenase activity	molecular function	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004499	N,N-dimethylaniline monooxygenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004506	squalene monooxygenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004511	tyrosine 3-monooxygenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GO:0004512	inositol-3-phosphate synthase activity	molecular function	158	155	146	147	159	24	6	0	143	147	159	142	105	192	168	197	203	117	49	60	45	16	8	9	19	0	5	1	15	18	27	1	0	55	5	2	6
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	molecular function	193	218	206	253	238	46	43	0	259	236	266	235	217	247	240	261	253	156	60	47	50	60	57	67	60	14	20	6	30	53	19	114	107	57	22	15	27
GO:0004518	nuclease activity	molecular function	548	518	588	560	556	122	112	0	573	481	549	493	430	451	401	512	441	276	182	190	136	149	156	147	162	196	185	30	154	72	20	179	167	193	43	65	53
GO:0004519	endonuclease activity	molecular function	1011	1017	1076	1071	1072	251	109	0	1112	1030	1145	1043	926	715	704	771	705	475	176	175	142	322	314	318	326	199	218	38	219	69	29	231	183	93	56	57	176
GO:0004520	endodeoxyribonuclease activity	molecular function	229	249	247	218	268	53	103	0	236	263	299	239	215	268	263	272	248	154	103	131	84	110	102	119	114	104	108	23	94	73	13	112	90	109	32	48	71
GO:0004521	endoribonuclease activity	molecular function	84	92	90	95	86	21	3	0	103	77	103	84	64	17	19	20	24	15	23	22	8	17	19	17	27	45	32	7	20	0	0	5	9	4	5	5	1
GO:0004523	RNA-DNA hybrid ribonuclease activity	molecular function	100	76	92	93	112	19	59	0	94	88	97	108	87	69	91	91	91	65	50	65	37	70	64	90	74	64	54	11	76	32	6	42	44	27	21	33	33
GO:0004525	ribonuclease III activity	molecular function	435	407	501	434	466	106	81	0	512	527	561	493	475	390	394	443	431	270	160	170	99	201	186	190	218	192	224	39	180	35	27	157	120	63	44	80	26
