IPR	description	ERR1809119	ERR1809120	ERR1809121	ERR1809122	ERR1809123	ERR1809124	ERR1809125	ERR1809127	ERR1809128	ERR1809129	ERR1809130	ERR1809131	ERR1809132	ERR1809133	ERR1809134	ERR1809135	ERR1809136	ERR1809137	ERR1809138	ERR1809139	ERR1809140	ERR1809141	ERR1809142	ERR1809143	ERR1809144	ERR1809145	ERR1809146	ERR1809147	ERR1809148	ERR1809149	ERR1809150	ERR1809151	ERR1809152	ERR1809153	ERR1809154	ERR1809155	ERR1809156
IPR000383	Xaa-Pro dipeptidyl-peptidase-like domain	34	36	35	28	38	7	26	0	32	29	34	30	24	63	68	64	63	38	19	14	12	13	5	15	7	13	20	5	23	27	6	96	51	20	15	14	7
IPR000385	MoaA/nifB/pqqE, iron-sulphur binding, conserved site	23	17	25	20	22	3	4	0	18	29	18	12	17	16	16	14	15	11	8	11	5	4	5	7	8	33	37	3	12	2	2	5	7	3	3	2	2
IPR000390	Small multidrug resistance protein family	65	110	73	98	89	31	15	0	33	38	40	32	33	33	24	29	44	19	38	33	39	40	39	41	42	12	5	2	13	20	5	29	30	15	11	11	14
IPR000391	Ring-hydroxylating dioxygenase beta subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	0	0	0	1	0	1	1	0	0	0	0
IPR000392	Nitrogenase iron protein, subunit NifH/Protochlorophyllide reductase, subunit ChlL	9	2	6	9	9	2	6	0	6	10	23	5	9	6	4	10	4	4	3	6	4	7	11	9	4	9	6	1	8	8	3	10	10	10	2	4	4
IPR000394	RNA polymerase sigma factor 54	143	132	151	136	136	20	18	0	125	106	103	112	92	163	168	180	168	107	37	46	24	24	19	23	19	45	34	4	18	16	5	49	41	28	10	11	10
IPR000397	Heat shock protein Hsp33	150	135	169	126	162	43	54	0	176	169	155	171	149	72	51	74	56	42	94	105	44	116	96	102	109	67	73	6	107	21	7	33	28	20	36	48	7
IPR000398	Thymidylate synthase	51	44	45	39	50	7	12	0	52	67	48	53	40	57	43	63	57	43	13	28	14	38	29	41	39	39	42	2	11	15	8	41	19	29	3	8	11
IPR000399	TPP-binding enzyme, conserved site	31	31	26	29	26	8	14	0	21	28	18	21	16	15	9	14	17	10	19	24	6	20	22	19	23	4	13	1	17	10	2	24	17	10	6	7	4
IPR000400	Glycoside hydrolase, family 46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000407	Nucleoside phosphatase GDA1/CD39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000408	Regulator of chromosome condensation, RCC1	32	33	26	37	34	12	1	0	15	33	21	26	30	27	12	22	18	12	19	25	18	16	14	14	15	14	8	1	11	2	5	5	3	28	4	7	2
IPR000412	ABC-2 transporter	1	1	1	0	1	1	0	0	2	0	1	0	1	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	7	2	2	0	0	0
IPR000415	Nitroreductase-like	1659	1615	1708	1595	1649	401	450	0	1420	1369	1538	1391	1117	1668	1626	1868	1692	1110	501	481	303	618	578	617	672	738	731	117	348	362	139	494	436	437	154	135	273
IPR000417	Hydroxyethylthiazole kinase	95	99	83	95	91	16	36	0	193	178	200	195	146	67	45	59	60	32	27	32	17	69	71	78	89	27	49	8	68	15	3	65	47	13	23	21	5
IPR000418	Ets domain	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000421	Coagulation factor 5/8 C-terminal domain	49	53	47	44	57	11	9	0	57	58	63	53	52	42	38	48	48	26	19	14	14	20	21	24	21	10	12	2	5	8	5	49	35	12	8	1	5
IPR000422	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB	476	475	471	472	462	93	174	0	426	387	435	478	373	564	522	584	561	387	158	132	100	152	129	125	136	112	123	17	105	101	43	207	165	128	43	36	113
IPR000424	Primosome PriB/single-strand DNA-binding	473	435	450	443	435	93	68	0	490	479	540	474	428	370	352	381	341	237	155	152	100	157	163	142	148	158	161	31	121	75	33	141	103	98	46	57	31
IPR000425	Major intrinsic protein	178	174	173	206	155	45	29	0	198	190	199	178	176	178	165	193	174	110	41	26	34	41	40	40	30	12	15	3	29	53	26	72	55	103	11	14	44
IPR000428	Copper ion binding protein	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR000432	DNA mismatch repair protein MutS, C-terminal	568	569	614	635	612	158	142	0	554	491	529	517	383	674	631	693	616	421	219	238	155	206	243	259	234	199	246	28	179	116	57	259	213	162	49	73	112
IPR000433	Zinc finger, ZZ-type	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000438	Acetyl-CoA carboxylase carboxyl transferase, beta subunit	10	8	13	7	8	2	18	0	11	11	20	9	12	7	1	2	5	1	7	10	11	4	9	13	12	8	5	1	12	3	1	9	6	1	1	3	3
IPR000440	NADH:ubiquinone/plastoquinone oxidoreductase, chain 3	140	136	155	147	132	29	19	0	107	102	93	97	94	190	180	172	177	130	18	16	13	23	31	29	35	7	9	1	23	43	4	51	47	21	6	1	17
IPR000445	Helix-hairpin-helix motif	154	176	145	194	149	37	62	0	194	189	182	173	165	135	134	144	142	111	52	48	37	60	52	52	80	115	93	9	44	33	14	58	42	32	17	24	32
IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	51	51	55	44	51	11	7	0	7	8	10	9	8	44	51	45	46	39	4	7	1	1	5	5	3	10	5	0	5	6	2	29	23	19	2	1	3
IPR000453	Chorismate synthase	799	771	826	748	839	167	267	1	824	804	869	801	676	973	905	996	976	586	303	281	176	361	322	360	354	264	247	42	259	168	102	291	227	218	116	126	135
IPR000454	ATPase, F0 complex, subunit C	119	123	148	144	132	29	29	0	149	162	203	162	147	96	101	127	105	48	40	48	39	55	46	56	53	104	97	15	63	18	7	26	19	19	18	12	5
IPR000456	Ribosomal protein L17	336	313	346	329	327	80	35	0	350	339	386	370	321	323	295	329	317	193	57	61	52	99	77	90	98	83	82	14	75	49	16	92	94	41	13	17	20
IPR000462	CDP-alcohol phosphatidyltransferase	123	124	142	145	144	30	32	0	157	131	155	165	131	108	115	133	122	83	51	46	33	61	52	66	57	39	40	4	45	25	6	75	57	52	8	12	22
IPR000463	Cytosolic fatty-acid binding	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000468	Barstar (barnase inhibitor)	18	16	19	22	16	7	1	0	16	18	24	17	16	3	5	11	8	4	8	14	7	6	4	6	8	12	19	3	16	1	0	2	1	0	5	1	0
IPR000471	Interferon alpha/beta/delta	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000473	Ribosomal protein L36	45	64	52	55	65	14	4	0	68	78	79	69	61	33	33	37	35	23	5	12	2	6	3	7	6	7	7	1	10	2	2	13	6	7	0	2	0
IPR000477	Reverse transcriptase domain	124	106	111	118	130	35	6	0	152	147	173	166	141	81	81	97	89	66	18	21	23	26	25	37	25	8	13	2	14	5	6	11	6	2	8	8	5
IPR000485	AsnC-type HTH domain	116	118	133	116	122	28	17	0	127	123	128	130	113	117	111	147	133	83	44	31	24	35	42	29	28	25	11	4	27	24	10	17	18	30	9	6	14
IPR000488	Death domain	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000489	Pterin-binding domain	1295	1213	1260	1281	1240	282	282	0	1291	1225	1368	1209	1065	1486	1441	1683	1648	1045	291	329	202	355	345	384	395	249	253	45	258	254	90	563	395	292	72	96	185
IPR000494	Receptor L-domain	18	8	15	9	13	3	2	0	9	3	6	5	2	2	6	9	3	4	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0
IPR000497	Dopamine D5 receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000498	Outer membrane protein OmpA-like, transmembrane domain	17	23	15	12	30	8	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000504	RNA recognition motif domain	151	175	173	184	183	42	22	0	126	104	115	93	108	162	180	162	163	97	14	8	11	16	22	18	10	3	2	0	8	12	8	11	6	12	5	0	15
IPR000506	Acetohydroxy acid isomeroreductase C-terminal	120	116	120	130	117	49	67	0	290	235	277	291	224	139	122	141	127	82	53	51	42	54	57	59	55	40	30	6	77	47	28	35	34	76	20	40	14
IPR000510	Nitrogenase/oxidoreductase, component 1	4	4	3	5	6	1	0	0	9	3	7	12	3	2	2	3	5	1	6	8	4	1	0	0	0	2	4	1	0	2	0	0	1	3	0	0	1
IPR000511	Cytochrome c/c1 haem-lyase	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000514	Glycoside hydrolase, family 39	23	30	25	17	18	3	2	0	6	6	1	7	6	3	2	3	2	2	22	28	12	9	8	8	15	5	4	0	11	2	0	0	0	2	2	1	0
IPR000515	ABC transporter type 1, transmembrane domain MetI-like	3299	3092	3344	3307	3500	769	1247	0	5087	4932	5372	5220	4335	2055	1847	2057	1933	1284	1858	1864	1291	1844	1751	1926	2026	2882	2972	462	2506	517	257	755	599	680	733	661	444
IPR000516	Nickel-dependent hydrogenase b-type cytochrome subunit	0	3	6	3	5	1	0	0	2	1	2	0	0	6	2	2	1	1	0	0	1	3	1	0	1	0	0	0	0	1	0	2	4	0	0	0	0
IPR000518	Metallothionein, family 14, prokaryote	0	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000519	P-type trefoil domain	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000522	ABC transporter, FecCD-like	736	682	772	721	755	183	318	0	445	454	523	506	407	619	609	734	643	462	301	276	199	300	298	326	316	586	670	91	193	202	78	227	171	236	164	118	241
IPR000523	Magnesium chelatase ChlI domain	508	529	520	507	520	121	150	0	596	590	619	596	511	550	541	555	584	351	192	194	143	237	199	225	234	304	311	47	159	100	51	180	165	187	62	79	73
IPR000524	Transcription regulator HTH, GntR	491	475	488	512	499	124	178	0	554	540	552	564	460	259	237	305	252	160	207	180	139	235	244	284	300	265	266	47	298	59	22	135	120	82	87	93	48
IPR000525	Initiator Rep protein	354	358	381	380	406	83	37	0	774	731	825	734	642	145	113	143	133	108	11	13	12	15	25	19	24	6	5	2	10	13	6	24	19	2	3	3	27
IPR000527	Flagellar L-ring protein	32	28	40	37	41	5	0	0	1	0	0	1	0	0	3	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IPR000528	Plant lipid transfer protein/Par allergen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000529	Ribosomal protein S6	230	199	223	207	206	45	21	0	220	236	261	233	216	205	189	236	219	159	68	35	29	56	57	59	51	67	53	6	51	30	5	47	46	33	15	10	9
IPR000531	TonB-dependent receptor, beta-barrel	4711	4628	4932	4875	4921	1142	851	1	4286	3901	4415	4218	3364	4994	4490	5373	5130	3147	798	843	613	924	931	874	936	1116	1151	180	532	913	404	1547	1201	1049	241	190	726
IPR000532	Glucagon/GIP/secretin/VIP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000533	Tropomyosin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000534	Semialdehyde dehydrogenase, NAD-binding	303	289	254	266	316	60	59	0	336	323	337	336	273	288	271	274	293	183	84	89	66	100	91	96	111	63	69	12	82	44	34	125	111	76	21	36	37
IPR000536	Nuclear hormone receptor, ligand-binding domain	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000537	UbiA prenyltransferase family	63	48	56	70	71	9	52	0	38	45	49	40	45	67	65	61	53	51	36	27	21	27	28	25	41	13	17	0	30	41	13	21	12	38	4	11	63
IPR000539	Frizzled protein	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000540	Flagellar motor protein MotA, conserved site	8	8	9	4	12	3	2	0	3	3	2	1	3	1	1	1	2	2	1	2	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	0	0
IPR000542	Acyltransferase ChoActase/COT/CPT	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000544	Octanoyltransferase	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	312	295	292	307	306	65	44	0	362	379	436	409	334	393	387	389	354	246	56	65	48	120	145	119	118	74	81	9	61	67	35	101	88	121	10	22	40
IPR000551	MerR-type HTH domain	325	275	305	319	290	73	30	0	423	418	444	402	364	253	241	243	250	153	73	74	43	127	100	128	111	84	62	8	97	35	9	87	61	41	22	31	31
IPR000552	Ribosomal protein L44e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR000556	Glycoside hydrolase, 48F	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	5	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000557	Calponin repeat	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000558	Histone H2B	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000559	Formate-tetrahydrofolate ligase, FTHFS	1299	1222	1296	1217	1313	293	293	1	1223	1236	1430	1187	1036	1161	1065	1116	1158	737	414	360	277	481	490	510	510	426	430	69	400	128	71	222	170	98	130	221	120
IPR000560	Histidine phosphatase superfamily, clade-2	3	2	3	3	1	0	1	0	1	3	1	2	2	2	1	1	3	0	2	0	1	1	0	0	1	0	0	0	0	3	0	1	1	4	0	0	0
IPR000563	Flagellar assembly protein FliH	13	10	13	10	4	2	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0
IPR000565	DNA topoisomerase, type IIA, subunit B	168	153	180	150	180	34	57	0	160	153	182	152	131	153	178	169	189	101	57	58	60	77	73	87	88	96	124	19	85	46	17	82	80	85	17	30	28
IPR000566	Lipocalin/cytosolic fatty-acid binding domain	82	76	69	88	80	16	9	0	48	56	54	64	43	67	41	57	66	36	41	29	15	24	22	12	19	7	3	0	7	11	18	28	19	7	3	4	15
IPR000568	ATPase, F0 complex, subunit A	253	258	279	270	283	75	47	0	351	323	359	378	304	216	217	274	192	152	66	70	52	108	93	113	90	179	158	21	85	25	22	52	34	30	20	10	23
IPR000569	HECT domain	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000571	Zinc finger, CCCH-type	1	0	0	0	0	1	0	0	0	1	0	0	0	4	3	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000572	Oxidoreductase, molybdopterin-binding domain	14	18	10	7	13	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR000573	Aconitase A/isopropylmalate dehydratase small subunit, swivel domain	218	200	216	215	234	50	56	0	236	208	255	224	209	243	202	268	225	149	69	53	45	64	51	71	88	37	42	7	49	32	15	51	45	10	15	18	19
IPR000576	LacY/RafB permease family	44	52	40	50	41	3	0	0	119	133	154	122	104	1	0	0	0	0	1	0	0	8	17	12	14	0	1	0	4	7	3	0	0	32	0	0	0
IPR000580	TSC-22 / Dip / Bun	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000581	Dihydroxy-acid/6-phosphogluconate dehydratase	1161	1163	1212	1191	1172	284	348	1	1287	1277	1322	1264	1001	1147	1027	1158	1016	713	405	417	290	327	294	301	343	314	311	50	434	222	99	241	183	258	125	229	99
IPR000585	Hemopexin-like domain	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000587	Creatinase, N-terminal	48	38	47	31	43	9	13	0	69	45	59	64	53	27	27	36	24	23	21	21	21	36	19	28	32	16	15	4	21	14	2	5	2	24	2	8	10
IPR000589	Ribosomal protein S15	215	250	236	251	243	53	24	0	234	236	267	263	228	241	250	242	247	142	50	52	27	61	57	65	63	38	41	12	63	23	12	74	55	24	14	7	18
IPR000591	DEP domain	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000594	THIF-type NAD/FAD binding fold	341	372	411	370	381	98	119	0	381	393	439	433	337	355	302	378	341	223	158	184	115	147	148	141	164	164	172	17	99	71	59	208	158	128	61	62	88
IPR000595	Cyclic nucleotide-binding domain	22	19	19	21	23	9	2	0	38	34	46	34	29	11	8	15	15	10	8	8	10	9	14	16	19	7	1	0	2	0	3	8	4	6	4	1	7
IPR000597	Ribosomal protein L3	95	88	87	76	85	17	26	0	100	90	92	91	71	57	57	71	50	46	38	29	21	44	31	34	35	25	28	5	43	19	7	41	28	17	9	13	8
IPR000600	ROK family	513	463	594	566	565	119	199	0	686	651	696	670	552	561	536	669	565	347	146	166	101	246	265	257	277	189	198	32	246	173	35	229	170	173	64	94	119
IPR000601	PKD domain	359	352	357	365	317	82	76	0	115	110	121	95	75	251	235	273	278	163	34	36	26	31	34	47	28	45	38	13	31	44	12	29	29	126	11	16	25
IPR000602	Glycoside hydrolase family 38, N-terminal domain	56	41	51	41	54	14	16	0	194	186	201	188	171	60	62	87	75	64	11	9	9	96	83	81	92	10	9	3	23	29	6	7	5	12	10	10	9
IPR000605	Helicase, superfamily 3, single-stranded DNA/RNA virus	1	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR000608	Ubiquitin-conjugating enzyme E2	0	0	0	0	1	0	0	0	1	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000612	Proteolipid membrane potential modulator	6	8	4	6	6	2	0	0	15	20	16	22	9	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0
IPR000614	Free Met sulfoxide reductase conserved site	3	0	3	4	2	0	0	0	2	2	3	0	1	2	1	0	1	2	4	1	2	0	0	0	0	0	0	0	4	0	0	0	0	1	1	2	0
IPR000618	Insect cuticle protein	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000620	EamA domain	170	151	142	153	162	34	64	0	139	142	155	133	108	98	120	141	112	109	106	126	89	127	133	110	126	123	114	18	75	62	21	83	70	83	37	44	56
IPR000626	Ubiquitin domain	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	3	0	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0
IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site	212	215	212	213	218	46	55	0	164	159	158	143	129	249	232	284	278	164	53	48	48	52	53	58	59	42	35	2	46	38	16	44	28	43	24	19	22
IPR000630	Ribosomal protein S8	316	361	364	337	336	71	46	0	484	450	510	453	395	254	252	286	246	189	69	75	51	102	94	105	115	79	115	17	94	58	12	121	82	54	15	24	27
IPR000631	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	224	215	200	191	169	51	93	0	216	209	215	218	201	146	153	195	135	111	126	147	88	149	145	129	174	229	240	26	70	55	41	41	44	91	33	43	109
IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	56	57	66	43	45	16	8	0	68	60	74	70	64	42	22	29	27	26	25	13	16	13	11	17	18	21	28	3	21	8	4	6	2	12	6	3	3
IPR000639	Epoxide hydrolase-like	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000640	Translation elongation factor EFG, V domain	1205	1180	1262	1167	1165	265	233	1	1283	1257	1309	1242	1064	1202	1081	1261	1149	756	298	333	246	426	421	428	489	478	422	79	336	175	50	338	253	226	114	133	91
IPR000641	CbxX/CfqX	10	13	21	16	12	2	16	0	28	35	28	27	26	22	31	44	35	19	15	16	11	18	20	16	17	52	65	9	21	6	5	3	4	37	7	9	4
IPR000642	Peptidase M41	717	693	713	694	765	158	188	0	777	759	763	786	643	723	663	765	702	487	335	291	228	412	397	420	430	335	327	53	339	133	54	222	192	163	89	110	96
IPR000643	Iodothyronine deiodinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000644	CBS domain	306	291	363	339	315	71	74	0	354	310	366	354	308	300	288	315	296	194	94	92	69	123	103	131	123	95	90	14	101	61	22	110	83	96	23	28	22
IPR000647	CTF transcription factor/nuclear factor 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000649	Initiation factor 2B-related	91	71	86	74	73	11	52	0	126	118	102	121	112	35	43	34	30	26	49	61	33	35	31	26	39	49	47	15	46	12	6	12	17	12	22	14	3
IPR000652	Triosephosphate isomerase	621	599	647	637	684	152	137	0	583	599	569	590	475	663	631	646	600	461	153	181	121	236	194	255	252	187	197	34	191	146	39	216	172	106	57	68	71
IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase	1116	1079	1032	1085	1083	229	181	0	721	678	703	684	573	726	659	813	702	426	206	202	161	155	159	153	182	126	147	28	192	101	43	105	87	210	68	87	95
IPR000655	Regulatory protein cro	0	1	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
IPR000663	Natriuretic peptide	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000667	Peptidase S13, D-Ala-D-Ala carboxypeptidase C	158	145	162	145	174	31	30	0	122	132	154	142	137	143	141	147	141	111	54	54	42	39	30	31	34	42	33	7	13	18	38	13	7	85	18	11	19
IPR000668	Peptidase C1A, papain C-terminal	39	50	33	40	41	11	11	0	35	39	40	43	36	42	26	55	27	19	12	14	6	20	6	16	17	15	15	0	4	14	2	24	25	18	12	2	4
IPR000669	Mannitol dehydrogenase	4	2	5	3	2	1	2	0	1	0	0	0	0	7	11	9	4	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	1
IPR000671	Peptidase A31 family	52	52	48	44	40	10	3	0	9	3	16	18	15	11	10	9	6	10	10	13	7	10	4	6	7	2	4	0	5	3	1	33	23	12	0	0	1
IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase	54	46	47	48	56	11	27	0	52	46	58	62	40	54	51	55	49	38	22	23	17	39	41	37	33	27	31	3	20	23	1	37	35	35	11	19	12
IPR000673	Signal transduction response regulator, chemotaxis, protein-glutamate methylesterase	43	41	25	31	45	11	12	0	21	16	29	23	23	15	13	12	9	8	4	9	10	14	12	13	13	6	3	0	18	1	1	2	6	1	5	6	2
IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	134	125	126	113	127	33	42	0	140	162	180	186	134	57	43	71	57	42	90	77	59	93	83	95	105	108	90	9	70	10	2	27	19	12	23	49	19
IPR000682	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	1	2	1	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR000683	Oxidoreductase, N-terminal	295	268	272	297	280	71	92	0	172	161	183	163	145	360	319	360	313	206	107	119	58	175	169	186	188	105	108	19	112	95	19	85	67	46	44	29	67
IPR000685	Ribulose bisphosphate carboxylase, large subunit, C-terminal	36	26	22	28	18	5	0	0	33	45	37	30	19	25	14	23	26	16	3	0	0	36	32	49	44	142	140	29	4	4	0	6	9	0	0	0	0
IPR000688	Hydrogenase nickel incorporation protein HypA/HybF	17	9	6	6	12	1	1	0	12	5	8	10	9	2	2	2	3	2	7	11	4	14	17	12	11	11	9	1	5	1	0	17	10	2	2	9	0
IPR000701	Succinate dehydrogenase/Fumarate reductase, transmembrane subunit	4	3	1	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000705	Galactokinase	3	10	4	5	5	0	0	0	3	1	2	4	3	4	2	1	4	1	1	1	1	1	3	6	4	2	3	0	4	3	0	2	2	9	0	0	0
IPR000709	Leu/Ile/Val-binding protein	19	20	19	17	24	4	1	0	2	3	2	3	2	0	0	2	0	0	5	4	3	4	6	7	9	4	5	0	4	1	0	2	0	3	1	0	1
IPR000710	Peptidase S6, IgA endopeptidase	49	54	71	44	59	18	0	0	1	0	1	1	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0
IPR000711	ATPase, OSCP/delta subunit	77	99	93	113	113	21	17	0	89	102	109	110	101	79	65	93	78	61	33	27	22	44	48	49	39	79	96	13	35	18	6	16	20	15	11	6	4
IPR000713	Mur ligase, N-terminal catalytic domain	453	420	479	430	413	108	126	0	483	499	442	481	418	451	416	484	459	323	152	189	105	174	145	185	165	147	145	15	139	106	37	225	187	124	48	52	74
IPR000715	Glycosyl transferase, family 4	532	534	580	558	527	120	133	1	545	498	575	565	429	565	558	584	541	333	183	161	126	165	159	192	193	284	277	52	117	100	52	129	104	106	35	48	62
IPR000716	Thyroglobulin type-1	1	4	3	1	2	0	0	0	4	5	3	6	2	0	3	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR000717	Proteasome component (PCI) domain	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000719	Protein kinase domain	121	96	119	123	118	16	32	0	323	303	317	301	261	67	76	85	84	52	79	100	76	105	61	71	74	65	66	11	92	18	22	87	60	65	27	30	11
