IPR	description	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
IPR000374	Phosphatidate cytidylyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	2	2	0	2	4	2	1	2
IPR000375	Dynamin central domain	1	11	0	1	0	1	1	1	2	1	3	0	0	13	4	5	1	0	0	0	0	0	2	0	1	0
IPR000383	Xaa-Pro dipeptidyl-peptidase-like domain	115	174	135	2	1	0	1	41	98	76	130	1	64	100	129	40	14	16	45	30	1	49	40	29	19	37
IPR000385	MoaA/nifB/pqqE, iron-sulphur binding, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	15	11	0	11	4	12	4	11
IPR000390	Small multidrug resistance protein family	30	95	22	1	0	0	1	15	26	46	32	0	84	91	82	30	7	7	21	16	7	21	30	16	17	27
IPR000391	Ring-hydroxylating dioxygenase beta subunit	63	247	69	1	1	0	2	73	42	137	68	3	12	45	158	91	7	21	29	41	2	45	81	12	8	63
IPR000392	NifH/frxC family	25	109	27	0	0	0	1	15	18	52	16	1	127	107	65	17	13	9	13	7	0	9	12	11	13	24
IPR000394	RNA polymerase sigma factor 54	81	210	79	0	1	0	4	132	71	274	87	1	116	203	246	69	13	15	62	76	1	72	56	59	17	62
IPR000396	Cyclic-AMP phosphodiesterase, class-II	9	17	5	0	0	0	0	40	9	94	8	0	10	13	29	12	3	7	7	10	0	7	12	12	3	9
IPR000397	Heat shock protein Hsp33	66	248	52	1	2	0	1	243	54	487	69	3	205	275	303	58	12	14	20	18	1	23	51	19	17	48
IPR000398	Thymidylate synthase	115	209	94	0	1	1	1	109	157	247	116	0	102	183	228	55	12	15	80	98	2	78	45	85	17	65
IPR000399	TPP-binding enzyme, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	10	18	0	24	13	9	3	12
IPR000400	Glycoside hydrolase, family 46	1	7	2	0	0	0	0	1	3	4	1	0	1	2	4	3	1	2	3	2	1	2	3	4	0	2
IPR000402	Sodium/potassium-transporting ATPase subunit beta	0	0	0	0	0	0	0	0	0	1	0	0	2	6	0	0	2	0	0	0	0	0	0	0	1	0
IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	11	9	13	0	0	0	0	1	8	10	8	0	8	16	9	2	2	0	3	7	0	2	5	2	0	1
IPR000404	Flavivirus non-structural protein NS4A	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000405	Galanin receptor family	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000406	Rho protein GDP-dissociation inhibitor	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0
IPR000407	Nucleoside phosphatase GDA1/CD39	0	1	2	0	0	0	0	1	2	2	2	0	6	8	1	0	4	0	0	0	0	0	0	0	0	1
IPR000408	Regulator of chromosome condensation, RCC1	96	143	110	0	1	1	0	20	130	69	173	5	11	20	144	24	4	1	22	42	0	27	15	18	6	30
IPR000409	BEACH domain	3	5	0	0	0	0	0	3	1	3	2	1	12	10	4	0	1	0	0	1	0	0	0	0	0	0
IPR000412	ABC-2 transporter	90	105	46	1	0	0	1	111	92	212	87	1	35	75	127	78	13	15	89	85	3	84	62	82	26	82
IPR000413	Integrin alpha chain	38	49	31	0	0	0	0	4	13	1	24	0	2	1	134	51	9	3	106	31	0	62	51	15	4	5
IPR000415	Nitroreductase-like	536	929	467	3	3	1	6	337	647	678	593	8	548	905	796	202	49	46	161	186	8	186	147	171	75	202
IPR000417	Hydroxyethylthiazole kinase	15	7	10	0	0	0	0	0	20	5	16	0	33	68	3	0	1	0	2	2	1	2	0	3	2	4
IPR000418	Ets domain	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0
IPR000421	Coagulation factor 5/8 C-terminal domain	26	6	26	1	0	1	0	7	35	18	61	0	2	5	7	5	3	2	7	26	1	14	4	8	3	23
IPR000422	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB	193	413	192	3	4	1	7	175	204	384	250	1	154	251	372	50	11	15	52	45	2	51	52	58	15	68
IPR000424	Primosome PriB/single-strand DNA-binding	366	882	322	5	6	4	9	172	422	360	432	2	199	350	781	144	29	35	145	158	9	168	124	160	41	137
IPR000425	Major intrinsic protein	107	222	105	1	2	3	2	104	111	192	113	2	138	182	207	50	13	18	49	40	5	42	34	30	16	38
IPR000426	Proteasome alpha-subunit, N-terminal domain	13	0	10	0	0	0	0	1	16	3	14	0	0	5	0	1	0	0	2	2	0	2	0	5	0	3
IPR000428	Copper ion binding protein	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
IPR000432	DNA mismatch repair protein MutS, C-terminal	194	473	163	1	1	0	1	246	215	463	204	2	184	304	454	72	16	13	67	54	3	53	58	56	19	59
IPR000433	Zinc finger, ZZ-type	2	1	3	0	1	0	2	0	1	2	1	3	12	13	2	0	5	0	0	0	0	1	0	0	5	2
IPR000434	Polycystic kidney disease type 1 protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IPR000435	Tektin	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR000436	Sushi/SCR/CCP domain	0	3	1	0	0	0	0	2	0	1	4	0	13	15	0	0	6	0	0	0	0	0	0	0	0	0
IPR000438	Acetyl-CoA carboxylase carboxyl transferase, beta subunit	77	184	86	2	2	1	2	144	116	237	106	1	104	176	183	41	10	14	47	34	1	42	40	31	17	42
IPR000439	Ribosomal protein L15e	27	0	12	1	3	1	1	0	40	3	26	4	0	2	1	0	0	0	4	1	0	5	0	2	0	2
IPR000440	NADH:ubiquinone/plastoquinone oxidoreductase, chain 3	100	273	121	4	3	2	8	158	116	257	117	2	90	164	233	63	14	14	46	52	1	61	51	36	21	57
IPR000445	Helix-hairpin-helix motif	135	247	126	2	1	0	2	108	170	230	155	1	86	144	220	84	19	15	62	76	3	69	72	85	23	61
IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	21	24	17	1	1	3	0	12	19	24	28	0	30	46	40	26	9	7	20	18	2	16	23	16	14	32
IPR000453	Chorismate synthase	293	569	281	5	1	4	7	299	375	590	366	2	217	336	514	67	15	17	67	73	1	65	48	65	24	72
IPR000454	ATP synthase, F0 complex, subunit C	79	111	57	2	2	4	6	70	130	119	99	5	44	75	104	53	9	11	66	77	2	77	46	75	20	60
IPR000456	Ribosomal protein L17	227	267	181	1	8	3	13	143	296	321	285	8	75	162	268	55	13	13	109	120	4	117	47	122	14	85
IPR000462	CDP-alcohol phosphatidyltransferase	209	345	199	1	2	0	5	152	267	324	249	1	150	213	350	143	29	30	128	128	4	129	102	106	42	124
IPR000463	Cytosolic fatty-acid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000467	G-patch domain	0	2	0	0	0	0	0	0	0	1	1	0	7	9	1	0	1	0	0	0	0	0	0	0	2	0
IPR000468	Barstar (barnase inhibitor)	9	95	18	0	0	0	1	56	13	135	15	3	12	38	70	14	1	2	9	7	1	12	17	8	6	8
IPR000470	CbxX/CfxQ, monofunctional	2	131	4	0	0	0	0	5	1	21	1	0	49	76	132	13	4	2	1	0	0	1	12	0	6	8
IPR000473	Ribosomal protein L36	42	64	50	1	3	1	3	55	53	137	58	3	37	83	48	25	3	5	16	15	2	11	16	10	6	25
IPR000477	Reverse transcriptase domain	415	1811	350	8	4	1	7	96	421	231	419	14	747	912	1927	121	267	34	243	179	6	207	108	193	231	210
IPR000480	Glutelin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR000483	Cysteine-rich flanking region, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
IPR000484	Photosynthetic reaction centre, L/M	17	93	21	0	2	0	1	12	2	34	11	0	130	120	80	22	15	10	8	1	0	6	22	5	11	23
IPR000485	AsnC-type HTH domain	96	108	92	3	0	1	0	41	142	92	94	0	107	172	95	67	22	18	46	25	9	37	64	51	44	70
IPR000486	Extradiol ring-cleavage dioxygenase, class I /II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	3	1	0	3	2	0	0	3
IPR000488	Death domain	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
IPR000489	Pterin-binding domain	352	782	324	2	6	0	8	448	373	862	383	6	330	578	767	95	26	23	102	105	3	108	70	103	35	117
IPR000490	Glycoside hydrolase family 17	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	6	0	0	2	2	0	2	3	2	0	1
IPR000493	Inositol 1,4,5-trisphosphate receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR000494	Receptor L-domain	0	1	2	0	0	0	0	0	2	1	2	0	2	0	0	0	0	0	1	0	0	2	0	1	0	0
IPR000498	Outer membrane protein OmpA-like, transmembrane domain	6	63	8	3	0	0	0	2	27	4	22	0	0	1	84	11	0	2	10	12	1	10	11	12	2	3
IPR000504	RNA recognition motif domain	223	244	181	4	31	6	75	119	254	248	230	43	126	181	199	67	39	13	111	99	1	94	52	107	30	68
IPR000506	Ketol-acid reductoisomerase, C-terminal	111	287	96	0	3	2	4	171	130	306	180	6	127	214	263	46	15	10	38	33	2	37	39	38	13	51
IPR000509	Ribosomal protein L36e	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000510	Nitrogenase/oxidoreductase, component 1	49	84	40	1	0	0	0	30	53	104	50	0	89	79	66	40	20	20	19	15	1	19	30	22	28	70
IPR000511	Cytochrome c/c1 haem-lyase	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR000514	Glycoside hydrolase, family 39	21	47	19	0	1	0	0	2	19	17	22	0	0	2	48	4	0	0	8	6	1	6	4	11	0	8
IPR000515	ABC transporter type 1, transmembrane domain MetI-like	1422	1965	1300	25	26	12	33	1215	1410	2385	1551	17	1592	3052	2150	845	294	139	887	691	99	901	752	588	450	796
IPR000516	Nickel-dependent hydrogenase b-type cytochrome subunit	3	4	3	0	0	0	0	2	3	2	3	0	0	0	9	11	3	2	5	2	0	3	9	2	3	7
IPR000518	Metallothionein, family 14, prokaryote	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
IPR000519	P-type trefoil domain	0	2	0	0	0	0	0	1	1	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0
IPR000522	ABC transporter, permease protein, BtuC-like	140	300	129	10	2	0	1	277	121	478	138	0	256	405	272	34	11	12	29	26	15	25	29	27	26	42
IPR000523	Magnesium chelatase ChlI domain	342	389	334	2	5	5	2	167	473	431	457	0	150	180	451	67	12	12	112	122	4	130	49	137	27	98
IPR000524	Transcription regulator HTH, GntR	134	317	141	9	1	4	5	367	129	706	143	3	298	556	318	191	63	54	83	43	32	103	159	56	108	138
IPR000525	Initiator Rep protein	12	34	8	0	1	0	0	40	18	136	17	0	24	52	32	20	6	11	8	5	2	7	16	6	10	35
IPR000526	Auxin-binding protein	1	8	2	0	0	0	0	0	8	2	1	0	0	0	5	0	0	0	4	2	0	4	0	2	0	1
IPR000527	Flagellar L-ring protein	51	307	44	2	1	0	4	17	50	74	84	1	71	106	308	56	7	5	26	25	0	25	43	27	12	31
IPR000529	Ribosomal protein S6	140	204	108	7	6	1	10	98	183	242	180	8	93	116	184	56	10	9	91	90	1	106	45	83	14	81
IPR000530	Ribosomal protein S12e	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000531	TonB-dependent receptor-like, beta-barrel	695	2251	611	52	16	38	29	1000	690	2414	775	25	1480	2657	2197	715	153	188	365	243	61	332	482	287	241	572
IPR000533	Tropomyosin	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR000534	Semialdehyde dehydrogenase, NAD-binding	225	502	199	4	1	3	6	185	242	400	343	3	132	240	488	114	24	24	75	92	8	87	91	84	37	111
IPR000535	Major sperm protein (MSP) domain	0	1	0	0	0	0	1	1	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR000536	Nuclear hormone receptor, ligand-binding domain	0	0	0	0	0	0	1	0	0	6	0	0	3	5	0	0	0	0	0	0	0	0	0	0	2	0
IPR000537	UbiA prenyltransferase family	253	464	251	2	0	3	3	360	302	650	322	5	282	429	473	131	35	37	130	123	9	121	107	111	46	116
IPR000538	Link domain	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
IPR000539	Frizzled/Smoothened, transmembrane domain	0	0	0	0	0	0	0	0	0	2	0	0	6	2	1	1	0	0	0	0	0	1	1	0	0	0
IPR000540	Flagellar motor protein MotA, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	3	8	0	4	4	2	2	4
IPR000541	Cytoplasmic tRNA 2-thiolation protein 1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
IPR000544	Octanoyltransferase	16	45	20	0	1	0	0	10	17	18	14	0	4	4	49	43	7	9	23	28	1	24	33	24	12	30
IPR000547	Clathrin, heavy chain/VPS, 7-fold repeat	3	5	1	2	0	0	0	1	1	1	0	1	6	13	1	0	5	0	0	0	0	0	0	0	1	0
IPR000549	Photosystem I PsaG/PsaK protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	81	205	91	0	0	2	4	95	128	205	113	0	58	109	200	40	14	10	39	44	1	31	31	42	17	41
IPR000551	MerR-type HTH domain	260	580	206	8	7	2	12	255	271	489	260	8	319	620	455	251	71	52	155	147	14	156	193	150	106	208
IPR000552	Ribosomal protein L44e	5	0	10	0	0	0	0	1	9	2	10	0	0	1	0	0	0	0	3	1	0	1	0	3	0	0
IPR000554	Ribosomal protein S7e	0	0	2	0	1	2	0	0	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	4	4	2	0	2	0	0	0	1	6	0	1	1	5	1	1	1	1	0	0	0	0	0	0	1	0
IPR000556	Glycoside hydrolase, 48F	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000557	Calponin repeat	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000558	Histone H2B	2	3	0	0	0	0	2	3	0	9	3	5	6	9	3	2	1	1	0	0	0	0	1	0	3	2
IPR000559	Formate-tetrahydrofolate ligase, FTHFS	228	378	201	0	2	3	2	56	295	134	294	2	192	162	304	36	10	7	42	42	0	36	33	43	12	38
IPR000560	Histidine phosphatase superfamily, clade-2	1	4	1	1	0	0	0	0	1	0	1	0	5	4	4	0	5	0	0	0	2	0	3	0	3	0
IPR000562	Fibronectin type II domain	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
IPR000563	Flagellar assembly protein FliH	0	0	4	0	0	0	0	0	1	0	1	0	0	0	5	7	0	1	2	1	0	2	6	2	3	5
IPR000565	DNA topoisomerase, type IIA, subunit B	329	361	329	4	1	4	5	232	456	424	435	0	161	252	389	94	23	20	188	200	3	213	82	193	27	144
IPR000566	Lipocalin/cytosolic fatty-acid binding domain	25	159	21	3	1	0	1	6	27	16	29	0	21	35	128	25	1	4	9	7	2	12	17	13	5	7
IPR000568	ATP synthase, F0 complex, subunit A	276	398	232	1	4	2	5	187	303	420	303	2	163	219	368	79	18	20	109	109	2	111	61	106	20	91
IPR000569	HECT domain	3	22	0	2	1	1	3	4	0	9	9	1	24	28	13	1	6	0	0	0	0	0	1	0	2	1
IPR000571	Zinc finger, CCCH-type	5	2	1	0	0	0	1	2	0	3	5	0	4	4	2	1	3	0	0	1	0	0	1	0	1	0
IPR000572	Oxidoreductase, molybdopterin-binding domain	204	527	172	3	8	2	5	298	149	523	176	1	264	346	448	113	29	21	68	56	2	69	90	39	45	58
IPR000573	Aconitase A/isopropylmalate dehydratase small subunit, swivel domain	216	494	205	7	2	1	4	329	249	593	276	2	216	315	484	106	23	30	85	92	5	97	86	78	33	103
IPR000576	LacY/RafB permease family	7	3	4	10	0	0	0	2	7	2	1	0	0	1	4	0	0	1	2	0	10	0	0	1	0	2
IPR000580	TSC-22 / Dip / Bun	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR000581	Dihydroxy-acid/6-phosphogluconate dehydratase	610	1219	534	8	10	4	24	560	602	1151	630	12	620	1122	1244	134	40	23	111	94	5	108	113	103	44	115
IPR000582	Acyl-CoA-binding protein, ACBP	5	22	7	0	0	0	0	93	5	122	8	0	15	40	21	9	1	2	3	0	1	2	8	2	4	1
IPR000584	Voltage-dependent calcium channel, L-type, beta subunit	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000587	Creatinase, N-terminal	102	58	68	1	0	0	2	23	100	53	97	0	74	114	35	34	12	9	44	33	0	51	29	34	18	37
IPR000589	Ribosomal protein S15	154	179	158	6	6	2	11	107	227	220	194	9	72	124	185	52	16	13	102	105	3	103	49	99	14	80
IPR000591	DEP domain	0	10	1	0	0	0	0	0	0	1	1	0	1	2	12	3	0	0	0	0	0	0	2	0	0	0
IPR000592	Ribosomal protein S27e	3	0	8	1	0	0	0	1	10	1	7	0	0	1	0	0	0	0	1	2	0	2	0	3	0	0
IPR000593	RasGAP protein, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR000594	THIF-type NAD/FAD binding fold	253	543	235	5	6	2	6	223	330	459	281	7	151	251	489	123	28	28	101	91	5	100	102	96	36	106
IPR000595	Cyclic nucleotide-binding domain	353	553	295	4	10	3	14	541	386	1137	419	5	238	439	619	277	67	58	233	205	12	227	237	190	91	208
IPR000597	Ribosomal protein L3	144	133	137	1	5	11	12	84	238	206	175	10	53	95	124	48	15	15	79	87	3	116	45	103	14	67
IPR000600	ROK family	215	165	202	8	0	6	2	72	326	151	318	1	163	250	187	52	16	16	72	92	13	68	40	86	17	84
IPR000601	PKD domain	314	125	245	1	6	4	8	46	329	153	382	7	11	14	103	26	2	7	148	131	3	137	16	116	8	125
IPR000602	Glycoside hydrolase family 38, N-terminal domain	8	10	6	0	0	0	1	7	21	13	9	0	32	34	11	1	8	0	2	3	0	2	2	1	3	9
IPR000604	Major outer membrane protein, Chlamydia	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR000605	Helicase, superfamily 3, single-stranded DNA/RNA virus	0	1	1	1	1	0	0	1	4	0	3	1	0	1	1	0	1	0	0	0	0	0	0	0	2	0
IPR000608	Ubiquitin-conjugating enzyme E2	2	21	8	0	2	1	3	7	5	9	11	3	16	23	13	11	6	1	3	0	0	1	5	1	3	1
IPR000609	7TM GPCR, serpentine receptor class g (Srg)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR000612	Proteolipid membrane potential modulator	1	2	2	0	0	0	0	1	10	1	2	0	0	1	1	2	0	0	3	1	1	2	0	1	4	3
IPR000614	Free Met sulfoxide reductase conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
IPR000618	Insect cuticle protein	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
IPR000620	EamA domain	551	851	489	13	5	3	7	522	591	1025	642	3	422	800	847	454	98	70	379	310	35	386	373	272	166	345
IPR000625	Anti-repression trans-activator protein, REV protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000626	Ubiquitin domain	15	58	11	18	30	10	35	18	28	40	34	64	26	30	34	16	5	1	2	1	0	0	9	2	7	4
IPR000627	Intradiol ring-cleavage dioxygenase, C-terminal	70	122	58	0	5	0	2	11	41	32	47	1	48	69	123	46	12	8	43	32	3	39	32	14	11	31
IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	7	0	34	36	0	26	18	30	4	26
IPR000630	Ribosomal protein S8	257	341	256	2	10	5	10	209	468	410	372	17	123	217	308	73	14	15	139	134	3	137	51	134	18	94
IPR000631	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	166	313	161	4	3	3	0	40	254	116	216	1	56	57	308	38	5	8	47	51	2	49	27	56	13	40
IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	1	6	15	0	17	8	10	1	11
IPR000637	HMG-I/HMG-Y, DNA-binding, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
IPR000638	Gas vesicle protein GvpA	37	3	23	0	10	0	14	4	55	11	48	36	1	0	2	5	0	0	13	17	0	7	6	18	0	9
IPR000639	Epoxide hydrolase-like	36	83	30	1	1	0	1	68	31	156	25	0	52	102	93	156	25	28	63	50	3	76	127	28	49	93
IPR000640	Elongation factor EFG, domain V-like	604	669	506	3	18	8	22	349	783	764	730	12	259	421	572	177	37	46	304	336	9	335	149	345	51	263
IPR000641	CbxX/CfxQ	22	179	14	0	2	0	0	14	13	52	28	0	63	112	179	33	5	6	11	3	0	6	16	5	10	27
IPR000642	Peptidase M41	425	604	437	5	10	7	32	215	551	419	528	20	218	354	541	79	22	20	156	145	4	163	70	146	29	130
IPR000643	Iodothyronine deiodinase	6	3	5	0	0	0	0	3	6	4	4	1	5	4	3	4	2	1	2	2	0	3	2	2	0	2
IPR000644	CBS domain	739	1446	672	14	15	12	19	512	864	1112	837	15	407	652	1178	411	80	79	378	387	21	370	343	379	122	356
IPR000648	Oxysterol-binding protein	1	1	1	0	0	0	1	3	2	3	1	0	4	15	4	1	2	0	0	0	0	0	1	0	4	0
IPR000649	Initiation factor 2B-related	219	232	172	1	0	1	2	44	285	91	295	3	107	133	228	26	14	6	45	47	1	46	16	51	12	45
IPR000651	Ras-like guanine nucleotide exchange factor, N-terminal	0	6	1	1	0	0	0	2	1	2	2	2	2	4	7	2	1	0	0	0	0	0	3	0	0	0
IPR000652	Triosephosphate isomerase	448	466	410	3	7	3	7	259	556	587	576	6	174	308	478	71	12	12	128	150	4	136	64	154	16	114
IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase	1968	1528	1902	31	35	14	28	770	2574	1460	2431	34	495	694	1319	235	39	37	414	424	10	466	163	473	54	268
IPR000659	Pyridoxamine 5'-phosphate oxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	7	8	18	11	2	16	18	5	13	18
IPR000667	Peptidase S13, D-Ala-D-Ala carboxypeptidase C	119	291	100	2	1	0	2	188	107	399	155	1	54	78	349	30	6	11	32	34	3	39	22	28	11	29
IPR000668	Peptidase C1A, papain C-terminal	53	68	56	0	2	2	5	18	78	43	77	11	83	89	64	29	17	4	18	30	0	30	20	26	11	26
IPR000669	Mannitol dehydrogenase	0	5	2	0	0	0	0	1	0	2	2	0	6	17	1	4	2	0	3	0	4	1	3	3	3	1
IPR000671	Peptidase A31 family	43	25	30	2	0	1	0	5	45	23	43	0	62	56	22	16	4	4	11	11	1	14	5	20	5	22
IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase	223	327	219	4	3	2	2	190	302	351	282	3	117	206	313	66	13	15	86	107	1	107	54	114	20	83
IPR000673	Signal transduction response regulator, chemotaxis, protein-glutamate methylesterase	179	677	139	1	1	1	4	188	194	371	202	6	189	251	670	93	20	14	43	58	1	53	76	50	32	50
IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	232	134	230	1	9	2	4	225	202	382	227	0	111	225	184	57	20	10	129	97	0	146	53	51	32	62
IPR000675	Cutinase/acetylxylan esterase	0	10	0	2	0	1	0	2	1	8	2	0	0	2	2	5	0	2	0	0	0	0	0	0	1	9
IPR000679	Zinc finger, GATA-type	0	2	0	0	0	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0	0	1	0	0	0
IPR000682	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	6	20	16	1	18	18	31	6	17
IPR000683	Oxidoreductase, N-terminal	476	377	447	13	6	1	15	188	491	287	510	4	144	174	339	155	51	80	215	146	29	221	112	156	58	171
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
IPR000685	Ribulose bisphosphate carboxylase, large subunit, C-terminal	57	440	54	3	3	1	3	37	102	69	95	1	71	176	595	21	2	6	9	19	0	16	21	18	3	20
IPR000688	Hydrogenase maturation factor HypA/HybF	23	25	15	1	0	1	0	14	23	22	14	1	38	85	18	9	7	5	12	7	1	9	6	8	6	14
IPR000692	Fibrillarin	20	3	18	0	0	0	0	0	40	8	29	0	3	3	1	0	0	0	2	2	0	1	0	2	0	3
IPR000697	WH1/EVH1 domain	0	3	0	0	0	0	0	1	0	0	0	2	1	3	1	0	1	0	0	0	0	0	0	0	0	0
IPR000699	RIH domain	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0
IPR000701	Succinate dehydrogenase/fumarate reductase type B, transmembrane subunit	77	220	56	4	2	0	3	190	49	337	61	0	127	206	268	87	20	21	55	42	1	45	73	39	30	66
IPR000704	Casein kinase II, regulatory subunit	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0
IPR000705	Galactokinase	1	2	4	1	0	0	0	6	3	7	4	0	19	13	4	5	4	1	2	2	1	2	5	0	1	2
IPR000706	N-acetyl-gamma-glutamyl-phosphate reductase, type 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1	3	14	19	1	13	22	18	5	21
IPR000709	Leu/Ile/Val-binding protein	54	107	40	0	3	2	1	70	41	107	61	2	57	117	102	83	17	6	59	61	5	68	67	46	30	47
IPR000710	Peptidase S6, IgA endopeptidase	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR000711	ATPase, OSCP/delta subunit	149	312	174	2	7	3	7	197	177	357	212	10	131	227	350	59	11	18	69	88	3	95	58	76	20	77
IPR000713	Mur ligase, N-terminal catalytic domain	271	515	218	2	2	2	1	285	313	533	324	1	189	311	495	152	33	28	145	180	8	171	115	135	48	160
IPR000715	Glycosyl transferase, family 4	462	642	436	5	4	4	4	302	537	579	553	4	195	310	597	109	16	23	180	186	4	196	95	178	27	133
